date,open,high,low,close,volume,zchange,zAVG,zturnover,zPER,zPBR,zPSR,zPCFR
2011-07-15,8.4908,9.6527,8.312,9.1772,17580538.0,86.6909,97.4202,91.5653,41.4731,19.4895,7.7401,510.3543
2011-07-18,9.2952,9.9905,9.027,9.3845,8681277.0,2.2594,106.0261,45.215,42.4101,19.9298,7.915,521.8855
2011-07-19,9.4864,10.1871,9.4739,9.9807,5760743.0,6.3524,109.858,30.0039,45.1042,21.1958,8.4178,555.0377
2011-07-20,10.0102,10.1442,9.742,10.1353,3659458.0,1.5492,111.3076,19.0597,45.8029,21.5242,8.5482,563.6364
2011-07-21,10.0995,10.5357,9.9664,10.3141,2819402.0,1.7637,114.2875,14.6844,46.6107,21.9038,8.6989,573.577
2011-07-22,10.323,11.3455,10.1907,11.1497,3789070.0,8.1023,122.0268,19.7347,50.3873,23.6785,9.4037,620.0497
2011-07-25,11.0738,11.3061,10.7609,10.9039,3562596.0,-2.2044,123.7536,18.5552,49.2765,23.1565,9.1964,606.3813
2011-07-26,10.8664,11.2409,10.7788,10.9933,2638116.0,0.8197,122.9035,13.7402,49.6804,23.3463,9.2718,611.3516
2011-07-27,10.9486,11.7083,10.9388,10.9933,4245009.0,0.0,125.805,22.1094,49.6804,23.3463,9.2718,611.3516
2011-07-28,11.0738,11.1667,10.6421,11.0201,2596099.0,0.2439,122.1575,13.5213,49.8016,23.4033,9.2944,612.8427
2011-07-29,10.9057,11.2078,10.2872,10.3033,3718055.0,-6.5045,120.0303,19.3649,46.5623,21.881,8.6899,572.9806
2011-08-01,10.1219,10.205,9.6974,10.1264,3939039.0,-1.7176,111.3979,20.5158,45.7625,21.5052,8.5406,563.1393
2011-08-02,10.0209,10.3981,9.9744,10.0924,2840353.0,-0.3354,113.7671,14.7935,45.6091,21.4331,8.512,561.2506
2011-08-03,9.9315,10.2783,9.742,9.8305,2613551.0,-2.5948,111.555,13.6122,44.4256,20.8769,8.2911,546.6875
2011-08-04,9.8573,10.2336,9.7957,10.1219,3288370.0,2.9639,112.3786,17.1269,45.7424,21.4957,8.5369,562.8908
2011-08-05,9.7537,10.0709,9.742,9.8296,2434931.0,-2.8874,110.8119,12.6819,44.4216,20.875,8.2904,546.6378
2011-08-08,9.6348,9.7849,8.8465,9.036,4416234.0,-8.0742,102.5875,23.0012,40.8349,19.1896,7.621,502.5012
2011-08-09,8.6695,9.2853,8.5828,9.2049,3014322.0,1.8694,100.7555,15.6996,41.5983,19.5483,7.7635,511.8951
2011-08-10,9.4015,9.6428,9.2505,9.3836,2750377.0,1.9419,105.5939,14.3249,42.4061,19.9279,7.9142,521.8358
2011-08-11,9.1262,9.5624,9.1182,9.4569,2184883.0,0.781,104.9243,11.3796,42.7373,20.0835,7.976,525.9115
2011-08-12,9.6419,10.1174,9.5195,9.9977,3240225.0,5.7178,110.1329,16.8762,45.1809,21.2319,8.4321,555.9821
2011-08-15,10.0549,10.2542,9.9565,10.0995,1833893.0,1.0191,113.2261,9.5515,45.6414,21.4483,8.518,561.6483
2011-08-16,10.0888,10.6251,10.0549,10.4785,2558362.0,3.7522,116.0362,13.3248,47.3539,22.2531,8.8376,582.7225
2011-08-17,10.4839,10.5446,10.3409,10.4258,1626252.0,-0.5032,117.0419,8.4701,47.1156,22.1411,8.7932,579.79
2011-08-18,10.3713,11.4688,10.3301,11.4688,3304200.0,10.0043,124.3816,17.2094,51.8292,24.3561,9.6729,637.7938
2011-08-19,11.3321,11.6189,10.9933,11.2168,2740562.0,-2.1976,126.4603,14.2738,50.6902,23.8209,9.4603,623.7775
2011-08-22,11.2168,11.2168,11.2168,11.2168,,0.0,,,50.6902,23.8209,9.4603,623.7775
2011-08-23,10.9933,11.9139,10.8592,11.3303,4269575.0,1.012,127.6504,22.2374,36.3402,18.8038,9.556,630.0898
2011-08-24,11.2686,11.6547,11.2346,11.4268,2986704.0,0.8519,127.929,15.5557,36.6498,18.964,9.6374,635.4578
2011-08-25,11.4402,11.5296,10.7252,11.0023,3092914.0,-3.7153,123.7266,16.1089,35.2881,18.2595,9.2794,611.8486
2011-08-26,10.9933,11.2168,10.8601,11.1953,2226006.0,1.7547,123.8502,11.5938,35.9073,18.5798,9.4422,622.5846
2011-08-29,11.0827,11.787,11.0362,11.5296,2702826.0,2.9858,128.0945,14.0772,36.9794,19.1346,9.7241,641.1736
2011-08-30,11.5296,11.6154,11.1265,11.1265,2218883.0,-3.4961,127.0485,11.5567,35.6866,18.4656,9.3841,618.7574
2011-08-31,10.9021,10.903,10.1889,10.4714,2777168.0,-5.888,117.6923,14.4644,33.5854,17.3784,8.8316,582.3248
2011-09-01,10.592,10.6626,10.0656,10.1907,1619176.0,-2.6801,116.0053,8.4332,32.6852,16.9126,8.5949,566.718
2011-09-02,10.1845,10.2738,9.9154,10.1979,1127896.0,0.0702,113.1229,5.8745,32.7082,16.9245,8.6009,567.1156
2011-09-05,9.9306,10.0808,9.7537,9.9789,949532.0,-2.1472,110.9066,4.9455,32.0059,16.5611,8.4163,554.9383
2011-09-06,9.8582,10.4544,9.8404,10.171,1807141.0,1.9257,113.7723,9.4122,32.6222,16.88,8.5783,565.6245
2011-09-07,10.1979,10.2604,9.8493,10.1889,1442924.0,0.1757,113.1826,7.5152,32.6795,16.9096,8.5934,566.6186
2011-09-08,10.1487,10.4463,9.9807,9.9834,1174694.0,-2.0175,114.5538,6.1182,32.0202,16.5685,8.42,555.1868
2011-09-09,9.9208,10.1264,9.4739,9.5642,1453467.0,-4.1987,108.9248,7.5701,30.6757,15.8728,8.0665,531.8759
2011-09-13,9.2943,9.5937,9.1951,9.4471,1037632.0,-1.2242,104.9692,5.4043,30.3002,15.6785,7.9677,525.3647
2011-09-14,9.4444,9.6527,9.2952,9.5633,916159.0,1.2299,106.1988,4.7717,30.6729,15.8713,8.0657,531.8262
2011-09-15,9.5731,9.751,9.5624,9.5624,1010795.0,-0.0093,108.0237,5.2646,30.67,15.8699,8.065,531.7765
2011-09-16,9.5722,10.0995,9.5222,9.9655,1677587.0,4.2153,109.3513,8.7374,31.9629,16.5388,8.4049,554.1927
2011-09-19,9.827,9.8672,9.4301,9.4551,1265515.0,-5.1211,108.1353,6.5912,30.326,15.6919,7.9745,525.8121
2011-09-20,9.3756,9.5606,9.1262,9.2871,1058389.0,-1.7771,104.2597,5.5124,29.7871,15.413,7.8328,516.4678
2011-09-21,9.456,9.9101,9.313,9.7599,1291988.0,5.0909,107.5617,6.7291,31.3035,16.1977,8.2316,542.7609
2011-09-22,9.6169,9.6786,9.2067,9.2067,1220342.0,-5.6685,105.8781,6.3559,29.5291,15.2795,7.765,511.9945
