date,open,high,low,close,volume,zchange,zAVG,zturnover,zPER,zPBR,zPSR,zPCFR
2006-12-20,3.8007,4.3282,3.6129,4.1223,139800673.0,70.8084,10.9276,65.9437,27.3699,3.5822,3.5907,-26.5605
2006-12-21,4.0392,4.0392,3.8296,3.8477,56050879.0,-6.6608,10.8228,26.4391,25.5468,3.3436,3.3516,-24.7913
2006-12-22,3.7899,3.7899,3.5767,3.6418,38512917.0,-5.3521,10.1572,18.1665,24.1795,3.1647,3.1722,-23.4645
2006-12-25,3.6129,3.6779,3.5767,3.6707,20183476.0,0.7937,10.0435,9.5205,24.3714,3.1898,3.1974,-23.6507
2006-12-26,3.6634,3.761,3.6237,3.649,16810154.0,-0.5906,10.2146,7.9293,24.2275,3.171,3.1785,-23.511
2006-12-27,3.6129,3.826,3.6129,3.8224,24243218.0,4.7525,10.3363,11.4355,25.3789,3.3216,3.3295,-24.6284
2006-12-28,3.8079,3.9272,3.6923,3.7176,20939183.0,-2.741,10.5245,9.877,24.6832,3.2306,3.2383,-23.9533
2006-12-29,3.7249,3.7935,3.667,3.7285,18094928.0,0.2915,10.3044,8.5353,24.7552,3.24,3.2477,-24.0231
2007-01-04,3.696,3.9019,3.6526,3.7646,32167176.0,0.969,10.3991,15.1732,24.9951,3.2714,2.3699,17.2437
2007-01-05,3.7393,3.9055,3.6923,3.8549,29766150.0,2.3992,10.6321,14.0406,25.5948,3.3499,2.4267,17.6574
2007-01-08,3.8838,3.9416,3.8152,3.8694,22213120.0,0.3749,10.6947,10.4779,25.6907,3.3625,2.4358,17.7236
2007-01-09,3.8838,3.938,3.8332,3.9236,22160917.0,1.4006,10.7491,10.4533,26.0505,3.4096,2.47,17.9718
2007-01-10,3.9272,3.9416,3.8585,3.9199,18996161.0,-0.0921,10.8,8.9605,26.0265,3.4064,2.4677,17.9553
2007-01-11,3.8802,4.1042,3.8152,4.0681,40538883.0,3.7788,10.9731,19.1221,27.01,3.5351,2.5609,18.6338
2007-01-12,4.0428,4.0428,3.8513,3.8549,25086327.0,-5.2398,10.9253,11.8332,25.5948,3.3499,2.4267,17.6574
2007-01-15,3.8296,3.9308,3.7935,3.9163,14407811.0,1.5933,10.7104,6.7961,26.0026,3.4033,2.4654,17.9387
2007-01-16,3.938,3.9525,3.8152,3.8983,17438187.0,-0.4613,10.7057,8.2256,25.8826,3.3876,2.454,17.856
2007-01-17,3.8983,3.9308,3.7935,3.826,16730928.0,-1.8536,10.7095,7.8919,25.4029,3.3248,2.4086,17.525
2007-01-18,3.8513,3.891,3.761,3.8405,10825873.0,0.3777,10.5762,5.1065,25.4988,3.3373,2.4176,17.5912
2007-01-19,3.8296,3.9199,3.8152,3.8947,15878030.0,1.4111,10.7505,7.4896,25.8586,3.3844,2.4518,17.8394
2007-01-22,3.9236,4.0645,3.9236,4.0319,26441714.0,3.525,11.08,12.4725,26.7702,3.5037,2.5382,18.4683
2007-01-23,4.0319,4.0536,3.8838,3.9741,18113937.0,-1.4337,10.9599,8.5443,26.3864,3.4535,2.5018,18.2035
2007-01-24,3.9741,4.2668,3.9741,4.1656,33246994.0,4.8182,11.3779,15.6825,27.6577,3.6199,2.6223,19.0806
2007-01-25,4.1114,4.2559,4.0283,4.0572,25314349.0,-2.6019,11.4234,11.9407,26.9381,3.5257,2.5541,18.5841
2007-01-26,3.9922,4.1042,3.8621,4.0536,16893110.0,-0.089,11.0813,7.9684,26.9141,3.5226,2.5518,18.5676
2007-01-29,4.0861,4.1512,4.0139,4.0934,15146184.0,0.9804,11.312,7.1444,27.178,3.5571,2.5769,18.7496
2007-01-30,4.1403,4.1439,3.9741,4.0067,13056332.0,-2.1183,11.1928,6.1586,26.6022,3.4818,2.5223,18.3524
2007-01-31,4.0067,4.0898,3.8766,3.9055,12972138.0,-2.5248,11.0632,6.1189,25.9306,3.3939,2.4586,17.8891
2007-02-01,3.8694,3.938,3.7718,3.8766,8915246.0,-0.7401,10.6876,4.2053,25.7387,3.3687,2.4404,17.7567
