´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
000825.SZ,Ì«¸Ö²»Ðâ,2001-06-26,1.3683,1.3722,1.3722,1.3625,1.3703,5976689,42135022.8,0.0019,0.1418,7.0499,1.226,3441750000,N/A,7597760200,487500000,0,1076170000,26.0676,3.4773,1.539,52.4166,
000825.SZ,Ì«¸Ö²»Ðâ,2001-06-27,1.3703,1.3683,1.3722,1.3625,1.3683,4303139,30332117.8,-0.0019,-0.1416,7.0488,0.8827,3436875000,N/A,7586998500,487500000,0,1076170000,26.0307,3.4724,1.5368,52.3424,
000825.SZ,Ì«¸Ö²»Ðâ,2001-06-28,1.3683,1.3683,1.3722,1.3664,1.3703,3623045,25574304.5,0.0019,0.1418,7.0588,0.7432,3441750000,N/A,7597760200,487500000,0,1076170000,26.0676,3.4773,1.539,52.4166,
000825.SZ,Ì«¸Ö²»Ðâ,2001-06-29,1.3703,1.3703,1.3722,1.3664,1.3703,2906396,20509799.7,0,0,7.0568,0.5962,3441750000,N/A,7597760200,487500000,0,1076170000,26.0676,3.4773,1.539,52.4166,
000825.SZ,Ì«¸Ö²»Ðâ,2001-07-02,1.3703,1.3722,1.3722,1.3644,1.3683,2753665,19434586,-0.0019,-0.1416,7.0577,0.5649,3436875000,N/A,7586998500,487500000,0,1076170000,26.0307,3.4724,1.5368,52.3424,
000825.SZ,Ì«¸Ö²»Ðâ,2001-07-03,1.3683,1.3683,1.3741,1.3586,1.3741,3742652,26421107.9,0.0058,0.4255,7.0595,0.7677,3451500000,N/A,7619283600,487500000,0,1076170000,26.1414,3.4872,1.5434,52.5651,
000825.SZ,Ì«¸Ö²»Ðâ,2001-07-04,1.3741,1.3722,1.3877,1.3664,1.3819,3185740,22599794.3,0.0078,0.565,7.094,0.6535,3471000000,N/A,7662330400,487500000,0,1076170000,26.2891,3.5069,1.5521,52.8621,
000825.SZ,Ì«¸Ö²»Ðâ,2001-07-05,1.3819,1.378,1.3819,1.3703,1.3761,2839964,20138437.7,-0.0058,-0.4213,7.0911,0.5826,3456375000,N/A,7630045300,487500000,0,1076170000,26.1784,3.4921,1.5455,52.6393,
000825.SZ,Ì«¸Ö²»Ðâ,2001-07-06,1.3761,1.3741,1.3819,1.3722,1.3761,5962075,42327573.6,0,0,7.0995,1.223,3456375000,N/A,7630045300,487500000,0,1076170000,26.1784,3.4921,1.5455,52.6393,
000825.SZ,Ì«¸Ö²»Ðâ,2001-07-09,1.3761,1.3761,1.378,1.3664,1.3741,2815919,19920920,-0.0019,-0.141,7.0744,0.5776,3451500000,N/A,7619283600,487500000,0,1076170000,26.1414,3.4872,1.5434,52.5651,
000825.SZ,Ì«¸Ö²»Ðâ,2001-07-10,1.3741,1.3703,1.3761,1.3703,1.3741,2355902,16676554.7,0,0,7.0786,0.4833,3451500000,N/A,7619283600,487500000,0,1076170000,26.1414,3.4872,1.5434,52.5651,
000825.SZ,Ì«¸Ö²»Ðâ,2001-07-11,1.3741,1.3741,1.378,1.3683,1.3761,3956873,28057980.3,0.0019,0.1412,7.0909,0.8117,3456375000,N/A,7630045300,487500000,0,1076170000,26.1784,3.4921,1.5455,52.6393,
000825.SZ,Ì«¸Ö²»Ðâ,2001-07-12,1.3761,1.3761,1.3897,1.3761,1.3858,13589287,97111472.3,0.0097,0.7052,7.1462,2.7875,3480750000,N/A,7683853800,487500000,0,1076170000,26.363,3.5167,1.5564,53.0106,
000825.SZ,Ì«¸Ö²»Ðâ,2001-07-13,1.3858,1.3858,1.3897,1.3722,1.378,3338917,23708604.8,-0.0078,-0.5602,7.1007,0.6849,3461250000,N/A,7640807000,487500000,0,1076170000,26.2153,3.497,1.5477,52.7136,
000825.SZ,Ì«¸Ö²»Ðâ,2001-07-16,1.378,1.378,1.3877,1.3683,1.3761,3082554,21859849.2,-0.0019,-0.1408,7.0915,0.6323,3456375000,N/A,7630045300,487500000,0,1076170000,26.1784,3.4921,1.5455,52.6393,
000825.SZ,Ì«¸Ö²»Ðâ,2001-07-17,1.3761,1.3741,1.378,1.3528,1.378,4013620,28402257.1,0.0019,0.141,7.0765,0.8233,3461250000,N/A,7640807000,487500000,0,1076170000,26.2153,3.497,1.5477,52.7136,
000825.SZ,Ì«¸Ö²»Ðâ,2001-07-18,1.378,1.378,1.38,1.3741,1.378,2162737,15344935.3,0,0,7.0951,0.4436,3461250000,N/A,7640807000,487500000,0,1076170000,26.2153,3.497,1.5477,52.7136,
000825.SZ,Ì«¸Ö²»Ðâ,2001-07-19,1.378,1.378,1.3897,1.3741,1.3819,3218978,22898441.1,0.0039,0.2817,7.1136,0.6603,3471000000,N/A,7662330400,487500000,0,1076170000,26.2891,3.5069,1.5521,52.8621,
000825.SZ,Ì«¸Ö²»Ðâ,2001-07-20,1.3819,1.3819,1.3819,1.3761,1.3819,1421680,10101638,0,0,7.1054,0.2916,3471000000,N/A,7662330400,487500000,0,1076170000,26.2891,3.5069,1.5521,52.8621,
000825.SZ,Ì«¸Ö²»Ðâ,2001-07-23,1.3819,1.3819,1.3877,1.378,1.3819,1470325,10475265.4,0,0,7.1245,0.3016,3471000000,N/A,7662330400,487500000,0,1076170000,26.2891,3.5069,1.5521,52.8621,
000825.SZ,Ì«¸Ö²»Ðâ,2001-07-24,1.3819,1.3819,1.3819,1.3722,1.3761,3282230,23270920.4,-0.0058,-0.4213,7.09,0.6733,3456375000,N/A,7630045300,487500000,0,1076170000,26.1784,3.4921,1.5455,52.6393,
000825.SZ,Ì«¸Ö²»Ðâ,2001-07-25,1.3761,1.3722,1.3858,1.3605,1.3819,4009749,28408084.3,0.0058,0.4231,7.0848,0.8225,3471000000,N/A,7662330400,487500000,0,1076170000,26.2891,3.5069,1.5521,52.8621,
000825.SZ,Ì«¸Ö²»Ðâ,2001-07-26,1.3819,1.3761,1.378,1.3683,1.3761,2598197,18406009.2,-0.0058,-0.4213,7.0841,0.533,3456375000,N/A,7630045300,487500000,0,1076170000,26.1784,3.4921,1.5455,52.6393,
000825.SZ,Ì«¸Ö²»Ðâ,2001-07-27,1.3761,1.3683,1.378,1.3664,1.3761,2249776,15942717.2,0,0,7.0864,0.4615,3456375000,N/A,7630045300,487500000,0,1076170000,24.6105,2.4479,1.5455,52.6393,
000825.SZ,Ì«¸Ö²»Ðâ,2001-07-30,1.3761,1.3683,1.3877,1.3547,1.3858,21260921,151142436.5,0.0097,0.7052,7.1089,4.3612,3480750000,N/A,7683853800,487500000,0,1076170000,24.7841,2.4651,1.5564,53.0106,
000825.SZ,Ì«¸Ö²»Ðâ,2001-07-31,1.3858,1.3819,1.3819,1.3605,1.3664,5545349,39120192.7,-0.0194,-1.4006,7.0546,1.1375,3432000000,N/A,7576236800,487500000,0,1076170000,24.437,2.4306,1.5346,52.2681,
000825.SZ,Ì«¸Ö²»Ðâ,2001-08-01,1.3664,1.3625,1.3819,1.3586,1.3761,3576020,25259154.8,0.0097,0.7102,7.0635,0.7335,3456375000,N/A,7630045300,487500000,0,1076170000,24.6105,2.4479,1.5455,52.6393,
000825.SZ,Ì«¸Ö²»Ðâ,2001-08-02,1.3761,1.3741,1.38,1.3431,1.3722,5307356,37379435.8,-0.0039,-0.2821,7.0429,1.0887,3446625000,N/A,7608521900,487500000,0,1076170000,24.5411,2.441,1.5412,52.4909,
000825.SZ,Ì«¸Ö²»Ðâ,2001-08-03,1.3722,1.3722,1.3722,1.3508,1.3528,921280,6455337.8,-0.0194,-1.4144,7.0069,0.189,3397875000,N/A,7500904900,487500000,0,1076170000,24.194,2.4064,1.5194,51.7484,
000825.SZ,Ì«¸Ö²»Ðâ,2001-08-06,1.3528,1.3489,1.3586,1.3198,1.345,3000287,20730183.2,-0.0078,-0.5739,6.9094,0.6154,3378375000,N/A,7457858100,487500000,0,1076170000,24.0551,2.3926,1.5107,51.4514,
000825.SZ,Ì«¸Ö²»Ðâ,2001-08-07,1.345,1.3198,1.3489,1.3198,1.3334,1470379,10107169.7,-0.0116,-0.8658,6.8739,0.3016,3349125000,N/A,7393287900,487500000,0,1076170000,23.8469,2.3719,1.4976,51.006,
000825.SZ,Ì«¸Ö²»Ðâ,2001-08-08,1.3334,1.3334,1.3334,1.3178,1.3198,996609,6795539.7,-0.0136,-1.0189,6.8187,0.2044,3315000000,N/A,7317956000,487500000,0,1076170000,23.6039,2.3477,1.4823,50.4863,
000825.SZ,Ì«¸Ö²»Ðâ,2001-08-09,1.3198,1.3237,1.3334,1.3159,1.3314,1581407,10774095.7,0.0116,0.8824,6.813,0.3244,3344250000,N/A,7382526200,487500000,0,1076170000,23.8121,2.3684,1.4954,50.9317,
000825.SZ,Ì«¸Ö²»Ðâ,2001-08-10,1.3314,1.3334,1.3431,1.3217,1.3334,630687,4335801.8,0.0019,0.1458,6.8747,0.1294,3349125000,N/A,7393287900,487500000,0,1076170000,23.8469,2.3719,1.4976,51.006,
000825.SZ,Ì«¸Ö²»Ðâ,2001-08-13,1.3334,1.3353,1.3353,1.3237,1.3276,714760,4895703.1,-0.0058,-0.4367,6.8494,0.1466,3334500000,N/A,7361002800,487500000,0,1076170000,23.7427,2.3615,1.491,50.7832,
000825.SZ,Ì«¸Ö²»Ðâ,2001-08-14,1.3276,1.3276,1.3295,1.3217,1.3237,796850,5441367.2,-0.0039,-0.2924,6.8286,0.1635,3324750000,N/A,7339479400,487500000,0,1076170000,23.6733,2.3546,1.4867,50.6347,
000825.SZ,Ì«¸Ö²»Ðâ,2001-08-15,1.3237,1.3237,1.3314,1.3217,1.3295,576571,3941304.5,0.0058,0.4399,6.8358,0.1183,3339375000,N/A,7371764500,487500000,0,1076170000,23.7774,2.365,1.4932,50.8575,
000825.SZ,Ì«¸Ö²»Ðâ,2001-08-16,1.3295,1.3295,1.3334,1.3159,1.3198,820757,5594184.8,-0.0097,-0.7299,6.8159,0.1684,3315000000,N/A,7317956000,487500000,0,1076170000,23.6039,2.3477,1.4823,50.4863,
000825.SZ,Ì«¸Ö²»Ðâ,2001-08-17,1.3198,1.3178,1.3295,1.3178,1.3198,644039,4392413.9,0,0,6.8201,0.1321,3315000000,N/A,7317956000,487500000,0,1076170000,23.6039,2.3477,1.4823,50.4863,
000825.SZ,Ì«¸Ö²»Ðâ,2001-08-20,1.3198,1.3198,1.3276,1.3023,1.3217,799605,5423632.2,0.0019,0.1471,6.7829,0.164,3319875000,N/A,7328717700,487500000,0,1076170000,23.6386,2.3512,1.4845,50.5605,
000825.SZ,Ì«¸Ö²»Ðâ,2001-08-21,1.3217,1.3198,1.3237,1.3062,1.3198,461435,3131995.4,-0.0019,-0.1468,6.7875,0.0947,3315000000,N/A,7317956000,487500000,0,1076170000,23.6039,2.3477,1.4823,50.4863,
000825.SZ,Ì«¸Ö²»Ðâ,2001-08-22,1.3198,1.3198,1.3198,1.3004,1.3178,1515751,10228204.8,-0.0019,-0.1471,6.7479,0.3109,3310125000,N/A,7307194300,487500000,0,1076170000,23.5692,2.3443,1.4801,50.412,
000825.SZ,Ì«¸Ö²»Ðâ,2001-08-23,1.3178,1.3004,1.3256,1.2635,1.3178,967754,6505357.2,0,0,6.7221,0.1985,3310125000,N/A,7307194300,487500000,0,1076170000,23.5692,2.3443,1.4801,50.412,
000825.SZ,Ì«¸Ö²»Ðâ,2001-08-24,1.3178,1.3004,1.3178,1.2926,1.2946,420020,2819800.8,-0.0233,-1.7673,6.7135,0.0862,3251625000,N/A,7178053900,487500000,0,1076170000,23.1526,2.3028,1.454,49.5211,
000825.SZ,Ì«¸Ö²»Ðâ,2001-08-27,1.2946,1.2907,1.2907,1.2674,1.2829,2563124,16902651,-0.0116,-0.8996,6.5946,0.5258,3222375000,N/A,7113483700,487500000,0,1076170000,22.9444,2.2821,1.4409,49.0756,
000825.SZ,Ì«¸Ö²»Ðâ,2001-08-28,1.2829,1.2829,1.2829,1.2829,1.2829,N/A,N/A,0,0,N/A,N/A,3222375000,N/A,7113483700,487500000,0,1076170000,22.9444,2.2821,1.4409,49.0756,
000825.SZ,Ì«¸Ö²»Ðâ,2001-08-29,1.2829,1.281,1.2946,1.2538,1.2907,1902080,12440952.7,0.0078,0.6051,6.5407,0.3902,3241875000,N/A,7156530500,487500000,0,1076170000,23.0832,2.2959,1.4496,49.3726,
000825.SZ,Ì«¸Ö²»Ðâ,2001-08-30,1.2907,1.279,1.3081,1.2596,1.3023,2101271,13872181.5,0.0116,0.9023,6.6018,0.431,3271125000,N/A,7221100700,487500000,0,1076170000,23.2915,2.3167,1.4627,49.8181,
000825.SZ,Ì«¸Ö²»Ðâ,2001-08-31,1.3023,1.2887,1.3159,1.2713,1.314,1407553,9430659.2,0.0116,0.8942,6.7,0.2887,3300375000,N/A,7285670900,487500000,0,1076170000,23.4997,2.3374,1.4758,50.2635,
000825.SZ,Ì«¸Ö²»Ðâ,2001-09-03,1.314,1.3004,1.3101,1.2907,1.3004,707600,4740796.1,-0.0136,-1.034,6.6998,0.1451,3266250000,N/A,7210339000,487500000,0,1076170000,23.2568,2.3132,1.4605,49.7438,
000825.SZ,Ì«¸Ö²»Ðâ,2001-09-04,1.3004,1.2868,1.3198,1.2849,1.3062,821979,5540961.4,0.0058,0.4478,6.741,0.1686,3280875000,N/A,7242624100,487500000,0,1076170000,23.3609,2.3236,1.4671,49.9665,
000825.SZ,Ì«¸Ö²»Ðâ,2001-09-05,1.3062,1.3004,1.3237,1.2984,1.314,3614170,24424376.7,0.0078,0.5944,6.7579,0.7414,3300375000,N/A,7285670900,487500000,0,1076170000,23.4997,2.3374,1.4758,50.2635,
000825.SZ,Ì«¸Ö²»Ðâ,2001-09-06,1.314,1.3101,1.3198,1.3004,1.3198,2058567,13945669.2,0.0058,0.4431,6.7745,0.4223,3315000000,N/A,7317956000,487500000,0,1076170000,23.6039,2.3477,1.4823,50.4863,
000825.SZ,Ì«¸Ö²»Ðâ,2001-09-07,1.3198,1.3101,1.314,1.2732,1.2751,459000,3059373.2,-0.0446,-3.3824,6.6653,0.0942,3202875000,N/A,7070436900,487500000,0,1076170000,22.8055,2.2683,1.4322,48.7786,
000825.SZ,Ì«¸Ö²»Ðâ,2001-09-10,1.2751,1.2713,1.3101,1.2616,1.3004,654662,4369692.1,0.0252,1.9787,6.6747,0.1343,3266250000,N/A,7210339000,487500000,0,1076170000,23.2568,2.3132,1.4605,49.7438,
000825.SZ,Ì«¸Ö²»Ðâ,2001-09-11,1.3004,1.281,1.3043,1.281,1.3004,561707,3762322.2,0,0,6.698,0.1152,3266250000,N/A,7210339000,487500000,0,1076170000,23.2568,2.3132,1.4605,49.7438,
000825.SZ,Ì«¸Ö²»Ðâ,2001-09-12,1.3004,1.2286,1.2965,1.2286,1.2907,1157906,7665630.5,-0.0097,-0.7463,6.6203,0.2375,3241875000,N/A,7156530500,487500000,0,1076170000,23.0832,2.2959,1.4496,49.3726,
000825.SZ,Ì«¸Ö²»Ðâ,2001-09-13,1.2907,1.281,1.2887,1.2751,1.281,812675,5366781.9,-0.0097,-0.7519,6.6038,0.1667,3217500000,N/A,7102722000,487500000,0,1076170000,22.9096,2.2787,1.4387,49.0014,
000825.SZ,Ì«¸Ö²»Ðâ,2001-09-14,1.281,1.2713,1.2829,1.2713,1.281,731944,4810873.3,0,0,6.5727,0.1501,3217500000,N/A,7102722000,487500000,0,1076170000,22.9096,2.2787,1.4387,49.0014,
000825.SZ,Ì«¸Ö²»Ðâ,2001-09-17,1.281,1.2674,1.2829,1.2519,1.279,1545411,10159266.1,-0.0019,-0.1515,6.5738,0.317,3212625000,N/A,7091960300,487500000,0,1076170000,22.8749,2.2752,1.4365,48.9271,
000825.SZ,Ì«¸Ö²»Ðâ,2001-09-18,1.279,1.279,1.2965,1.2713,1.2907,1085354,7199406.7,0.0116,0.9105,6.6332,0.2226,3241875000,N/A,7156530500,487500000,0,1076170000,23.0832,2.2959,1.4496,49.3726,
000825.SZ,Ì«¸Ö²»Ðâ,2001-09-19,1.2907,1.2868,1.2965,1.2868,1.2965,704236,4680323.9,0.0058,0.4511,6.646,0.1445,3256500000,N/A,7188815600,487500000,0,1076170000,23.1873,2.3063,1.4562,49.5953,
000825.SZ,Ì«¸Ö²»Ðâ,2001-09-20,1.2965,1.2965,1.312,1.2907,1.3004,662750,4445128.1,0.0039,0.2994,6.7071,0.1359,3266250000,N/A,7210339000,487500000,0,1076170000,23.2568,2.3132,1.4605,49.7438,
000825.SZ,Ì«¸Ö²»Ðâ,2001-09-21,1.3004,1.3004,1.314,1.2946,1.3081,1069906,7176564.5,0.0078,0.597,6.7077,0.2195,3285750000,N/A,7253385800,487500000,0,1076170000,23.3956,2.327,1.4692,50.0408,
000825.SZ,Ì«¸Ö²»Ðâ,2001-09-24,1.3081,1.3081,1.3081,1.2946,1.3004,681086,4553409.7,-0.0078,-0.5935,6.6855,0.1397,3266250000,N/A,7210339000,487500000,0,1076170000,23.2568,2.3132,1.4605,49.7438,
000825.SZ,Ì«¸Ö²»Ðâ,2001-09-25,1.3004,1.3004,1.3101,1.281,1.2849,381019,2546678.4,-0.0155,-1.194,6.6839,0.0782,3227250000,N/A,7124245400,487500000,0,1076170000,22.9791,2.2856,1.4431,49.1499,
000825.SZ,Ì«¸Ö²»Ðâ,2001-09-26,1.2849,1.2907,1.3101,1.2849,1.3081,1514666,10143295.4,0.0233,1.8127,6.6967,0.3107,3285750000,N/A,7253385800,487500000,0,1076170000,23.3956,2.327,1.4692,50.0408,
000825.SZ,Ì«¸Ö²»Ðâ,2001-09-27,1.3081,1.3023,1.345,1.2984,1.3334,2568265,17421737.3,0.0252,1.9288,6.7835,0.5268,3349125000,N/A,7393287900,487500000,0,1076170000,23.8469,2.3719,1.4976,51.006,
000825.SZ,Ì«¸Ö²»Ðâ,2001-09-28,1.3334,1.3276,1.3295,1.3023,1.3256,1148750,7780650.9,-0.0078,-0.5822,6.7731,0.2356,3329625000,N/A,7350241100,487500000,0,1076170000,23.708,2.3581,1.4889,50.709,
000825.SZ,Ì«¸Ö²»Ðâ,2001-10-08,1.3256,1.3198,1.3198,1.2868,1.3043,521340,3503487.4,-0.0213,-1.6105,6.7202,0.1069,3276000000,N/A,7231862400,487500000,0,1076170000,23.3262,2.3201,1.4649,49.8923,
000825.SZ,Ì«¸Ö²»Ðâ,2001-10-09,1.3043,1.3043,1.3043,1.2868,1.3023,350629,2342935.2,-0.0019,-0.1488,6.6821,0.0719,3271125000,N/A,7221100700,487500000,0,1076170000,23.2915,2.3167,1.4627,49.8181,
000825.SZ,Ì«¸Ö²»Ðâ,2001-10-10,1.3023,1.3023,1.3101,1.281,1.2907,428335,2852146.2,-0.0116,-0.8942,6.6587,0.0879,3241875000,N/A,7156530500,487500000,0,1076170000,23.0832,2.2959,1.4496,49.3726,
000825.SZ,Ì«¸Ö²»Ðâ,2001-10-11,1.2907,1.281,1.2907,1.2713,1.2907,1656031,10925738.8,0,0,6.5975,0.3397,3241875000,N/A,7156530500,487500000,0,1076170000,23.0832,2.2959,1.4496,49.3726,
000825.SZ,Ì«¸Ö²»Ðâ,2001-10-12,1.2907,1.281,1.3004,1.2499,1.2907,4203250,27349737.9,0,0,6.5068,0.8622,3241875000,N/A,7156530500,487500000,0,1076170000,23.0832,2.2959,1.4496,49.3726,
000825.SZ,Ì«¸Ö²»Ðâ,2001-10-15,1.2907,1.2849,1.3004,1.281,1.2984,423834,2817624.3,0.0078,0.6015,6.6479,0.0869,3261375000,N/A,7199577300,487500000,0,1076170000,23.222,2.3098,1.4583,49.6696,
000825.SZ,Ì«¸Ö²»Ðâ,2001-10-16,1.2984,1.2965,1.2984,1.2829,1.2926,434152,2880772.3,-0.0058,-0.4484,6.6354,0.0891,3246750000,N/A,7167292200,487500000,0,1076170000,23.1179,2.2994,1.4518,49.4468,
000825.SZ,Ì«¸Ö²»Ðâ,2001-10-17,1.2926,1.2829,1.2849,1.2674,1.2829,685487,4508742.2,-0.0097,-0.7508,6.5774,0.1406,3222375000,N/A,7113483700,487500000,0,1076170000,22.9444,2.2821,1.4409,49.0756,
000825.SZ,Ì«¸Ö²»Ðâ,2001-10-18,1.2829,1.281,1.281,1.2596,1.2616,794201,5172850.5,-0.0213,-1.6641,6.5133,0.1629,3168750000,N/A,6995105000,487500000,0,1076170000,22.5625,2.2442,1.4169,48.2589,
000825.SZ,Ì«¸Ö²»Ðâ,2001-10-19,1.2616,1.2616,1.2616,1.2286,1.246,1420674,9092400.4,-0.0155,-1.2308,6.4001,0.2914,3129750000,N/A,6909011400,487500000,0,1076170000,22.2848,2.2165,1.3995,47.665,
000825.SZ,Ì«¸Ö²»Ðâ,2001-10-22,1.246,1.2422,1.2422,1.1665,1.1703,2167668,13292217.7,-0.0757,-6.0748,6.132,0.4446,2939625000,N/A,6489305100,487500000,0,1076170000,20.9311,2.0819,1.3145,44.7694,
000825.SZ,Ì«¸Ö²»Ðâ,2001-10-23,1.1703,1.2033,1.2868,1.2033,1.2868,3768354,24769008.1,0.1165,9.9502,6.5729,0.773,3232125000,N/A,7135007100,487500000,0,1076170000,23.0138,2.289,1.4453,49.2241,
000825.SZ,Ì«¸Ö²»Ðâ,2001-10-24,1.2868,1.2965,1.3081,1.248,1.2596,2249846,14696159.4,-0.0272,-2.1116,6.5321,0.4615,3163875000,N/A,6984343300,487500000,0,1076170000,22.5278,2.2407,1.4147,48.1847,
000825.SZ,Ì«¸Ö²»Ðâ,2001-10-25,1.2596,1.2441,1.2674,1.2189,1.2616,1491380,9566240.8,0.0019,0.1541,6.4144,0.3059,3168750000,N/A,6995105000,487500000,0,1076170000,22.5625,2.2442,1.4169,48.2589,
000825.SZ,Ì«¸Ö²»Ðâ,2001-10-26,1.2616,1.2577,1.2577,1.2383,1.2499,597413,3845913.3,-0.0116,-0.9231,6.4376,0.1225,3139500000,N/A,6930534800,487500000,0,1076170000,22.3543,2.2234,1.4038,47.8135,
000825.SZ,Ì«¸Ö²»Ðâ,2001-10-29,1.2499,1.2325,1.2519,1.2305,1.2441,520056,3323508.9,-0.0058,-0.4658,6.3907,0.1067,3124875000,N/A,6898249700,487500000,0,1076170000,22.2501,2.2131,1.3973,47.5907,
000825.SZ,Ì«¸Ö²»Ðâ,2001-10-30,1.2441,1.2422,1.2519,1.2247,1.2422,413807,2645049.1,-0.0019,-0.156,6.392,0.0849,3120000000,N/A,6887488000,487500000,0,1076170000,22.2154,2.2096,1.3951,47.5165,
000825.SZ,Ì«¸Ö²»Ðâ,2001-10-31,1.2422,1.2402,1.2519,1.2266,1.2499,584575,3742005.6,0.0078,0.625,6.4012,0.1199,3139500000,N/A,6930534800,487500000,0,1076170000,22.3543,2.2234,1.4038,47.8135,
000825.SZ,Ì«¸Ö²»Ðâ,2001-11-01,1.2499,1.2383,1.2616,1.2363,1.2557,936331,6034377,0.0058,0.4658,6.4447,0.1921,3154125000,N/A,6962819900,487500000,0,1076170000,22.4584,2.2338,1.4104,48.0362,
000825.SZ,Ì«¸Ö²»Ðâ,2001-11-02,1.2557,1.2557,1.2635,1.2557,1.2635,726553,4721380.6,0.0078,0.6182,6.4983,0.149,3173625000,N/A,7005866700,487500000,0,1076170000,22.5972,2.2476,1.4191,48.3332,
000825.SZ,Ì«¸Ö²»Ðâ,2001-11-05,1.2635,1.2519,1.2713,1.2519,1.2713,784895,5112933.9,0.0078,0.6144,6.5142,0.161,3193125000,N/A,7048913500,487500000,0,1076170000,22.7361,2.2614,1.4278,48.6301,
000825.SZ,Ì«¸Ö²»Ðâ,2001-11-06,1.2713,1.2616,1.3023,1.2616,1.2984,1650950,10966267.6,0.0272,2.1374,6.6424,0.3387,3261375000,N/A,7199577300,487500000,0,1076170000,23.222,2.3098,1.4583,49.6696,
000825.SZ,Ì«¸Ö²»Ðâ,2001-11-07,1.2984,1.2616,1.2868,1.248,1.248,552524,3594120.8,-0.0505,-3.8864,6.5049,0.1133,3134625000,N/A,6919773100,487500000,0,1076170000,22.3195,2.22,1.4017,47.7392,
000825.SZ,Ì«¸Ö²»Ðâ,2001-11-08,1.248,1.2286,1.2519,1.2286,1.2499,537902,3446468.7,0.0019,0.1555,6.4072,0.1103,3139500000,N/A,6930534800,487500000,0,1076170000,22.3543,2.2234,1.4038,47.8135,
000825.SZ,Ì«¸Ö²»Ðâ,2001-11-09,1.2499,1.2402,1.2616,1.2383,1.2577,405226,2614518.8,0.0078,0.6211,6.452,0.0831,3159000000,N/A,6973581600,487500000,0,1076170000,22.4931,2.2373,1.4126,48.1104,
000825.SZ,Ì«¸Ö²»Ðâ,2001-11-12,1.2577,1.2422,1.2557,1.2422,1.248,181680,1166162,-0.0097,-0.7716,6.4188,0.0373,3134625000,N/A,6919773100,487500000,0,1076170000,22.3195,2.22,1.4017,47.7392,
000825.SZ,Ì«¸Ö²»Ðâ,2001-11-13,1.248,1.2422,1.2635,1.2325,1.2616,487831,3144561.8,0.0136,1.0886,6.446,0.1001,3168750000,N/A,6995105000,487500000,0,1076170000,22.5625,2.2442,1.4169,48.2589,
000825.SZ,Ì«¸Ö²»Ðâ,2001-11-14,1.2616,1.2441,1.281,1.2441,1.2674,480415,3147576.5,0.0058,0.4615,6.5518,0.0985,3183375000,N/A,7027390100,487500000,0,1076170000,22.6667,2.2545,1.4235,48.4817,
000825.SZ,Ì«¸Ö²»Ðâ,2001-11-15,1.2674,1.281,1.281,1.2538,1.2577,176600,1152455.5,-0.0097,-0.7657,6.5258,0.0362,3159000000,N/A,6973581600,487500000,0,1076170000,22.4931,2.2373,1.4126,48.1104,
000825.SZ,Ì«¸Ö²»Ðâ,2001-11-16,1.2577,1.3004,1.3159,1.2635,1.2674,870133,5735979.9,0.0097,0.7716,6.5921,0.1785,3183375000,N/A,7027390100,487500000,0,1076170000,22.6667,2.2545,1.4235,48.4817,
000825.SZ,Ì«¸Ö²»Ðâ,2001-11-19,1.2674,1.2577,1.2654,1.2557,1.2616,273260,1776452.2,-0.0058,-0.4594,6.501,0.0561,3168750000,N/A,6995105000,487500000,0,1076170000,22.5625,2.2442,1.4169,48.2589,
000825.SZ,Ì«¸Ö²»Ðâ,2001-11-20,1.2616,1.2616,1.281,1.2538,1.2654,445924,2904208.5,0.0039,0.3077,6.5128,0.0915,3178500000,N/A,7016628400,487500000,0,1076170000,22.632,2.2511,1.4213,48.4074,
000825.SZ,Ì«¸Ö²»Ðâ,2001-11-21,1.2654,1.2654,1.2674,1.2577,1.2596,465365,3026040,-0.0058,-0.4601,6.5025,0.0955,3163875000,N/A,6984343300,487500000,0,1076170000,22.5278,2.2407,1.4147,48.1847,
000825.SZ,Ì«¸Ö²»Ðâ,2001-11-22,1.2596,1.2596,1.2674,1.2422,1.2596,625890,4066141.8,0,0,6.4966,0.1284,3163875000,N/A,6984343300,487500000,0,1076170000,22.5278,2.2407,1.4147,48.1847,
000825.SZ,Ì«¸Ö²»Ðâ,2001-11-23,1.2596,1.2616,1.2849,1.2577,1.2829,1043814,6871543.9,0.0233,1.849,6.5831,0.2141,3222375000,N/A,7113483700,487500000,0,1076170000,22.9444,2.2821,1.4409,49.0756,
