´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
300015.SZ,°®¶ûÑÛ¿Æ,2009-10-30,N/A,0.7566,1.1149,0.6604,0.8037,23975079,1261342432.6,0.3701,85.3571,52.6106,89.4592,1390920000,N/A,6928650000,26800000,0,133500000,81.9826,22.4322,15.7785,-610.6596,
300015.SZ,°®¶ûÑÛ¿Æ,2009-11-02,0.8037,0.7233,0.8335,0.7233,0.7508,10095677,490859751.7,-0.0528,-6.5703,48.6208,37.6704,1299532000,N/A,6473415000,26800000,0,133500000,76.596,20.9583,14.7418,-570.5372,
300015.SZ,°®¶ûÑÛ¿Æ,2009-11-03,0.7508,0.7635,0.8207,0.7372,0.7851,7044934,357168668,0.0342,4.5576,50.6987,26.2871,1358760000,N/A,6768450000,26800000,0,133500000,80.087,21.9135,15.4136,-596.5403,
300015.SZ,°®¶ûÑÛ¿Æ,2009-11-04,0.7851,0.7786,0.8184,0.7744,0.8006,4652062,239265826.2,0.0155,1.9724,51.4322,17.3584,1385560000,N/A,6901950000,26800000,0,133500000,81.6666,22.3458,15.7177,-608.3064,
300015.SZ,°®¶ûÑÛ¿Æ,2009-11-05,0.8006,0.7965,0.8438,0.782,0.8129,5298379,279305952.3,0.0124,1.5474,52.7154,19.7701,1407000000,N/A,7008750000,26800000,0,133500000,82.9303,22.6915,15.9609,-617.7192,
300015.SZ,°®¶ûÑÛ¿Æ,2009-11-06,0.8129,0.8052,0.8201,0.7643,0.775,4175109,212060316,-0.0379,-4.6667,50.7916,15.5788,1341340000,N/A,6681675000,26800000,0,133500000,79.0602,21.6326,15.216,-588.8923,
300015.SZ,°®¶ûÑÛ¿Æ,2009-11-09,0.775,0.7713,0.7807,0.743,0.7484,3145749,153864964.5,-0.0266,-3.4366,48.912,11.7379,1295244000,N/A,6452055000,26800000,0,133500000,76.3433,20.8892,14.6931,-568.6547,
300015.SZ,°®¶ûÑÛ¿Æ,2009-11-10,0.7484,0.7518,0.7555,0.721,0.7225,3149786,149501574.6,-0.0259,-3.4554,47.464,11.7529,1250488000,N/A,6229110000,26800000,0,133500000,73.7053,20.1674,14.1854,-549.0053,
300015.SZ,°®¶ûÑÛ¿Æ,2009-11-11,0.7225,0.7143,0.7298,0.6985,0.7247,2602840,120013615.6,0.0022,0.3,46.1087,9.7121,1254240000,N/A,6247800000,26800000,0,133500000,73.9265,20.2279,14.228,-550.6526,
300015.SZ,°®¶ûÑÛ¿Æ,2009-11-12,0.7247,0.7231,0.7507,0.7189,0.7479,2673148,127729701,0.0232,3.2051,47.7825,9.9744,1294440000,N/A,6448050000,26800000,0,133500000,76.2959,20.8762,14.684,-568.3017,
300015.SZ,°®¶ûÑÛ¿Æ,2009-11-13,0.7479,0.7485,0.8021,0.7434,0.7786,4210148,211479410.4,0.0307,4.0994,50.2309,15.7095,1347504000,N/A,6712380000,26800000,0,133500000,79.4236,21.732,15.286,-591.5985,
300015.SZ,°®¶ûÑÛ¿Æ,2009-11-16,0.7786,0.7773,0.7786,0.7569,0.7696,2996244,147875205.3,-0.009,-1.1535,49.3535,11.18,1331960000,N/A,6634950000,26800000,0,133500000,78.5074,21.4813,15.1096,-584.7742,
300015.SZ,°®¶ûÑÛ¿Æ,2009-11-17,0.7696,0.7665,0.7851,0.7589,0.7634,1929430,95957208.7,-0.0062,-0.8048,49.7334,7.1994,1321240000,N/A,6581550000,26800000,0,133500000,77.8755,21.3084,14.988,-580.0677,
300015.SZ,°®¶ûÑÛ¿Æ,2009-11-18,0.7634,0.7652,0.7888,0.7595,0.7826,3066157,154107303.3,0.0192,2.5152,50.2607,11.4409,1354472000,N/A,6747090000,26800000,0,133500000,79.8343,21.8444,15.365,-594.6577,
300015.SZ,°®¶ûÑÛ¿Æ,2009-11-19,0.7826,0.7837,0.8594,0.7773,0.8215,5842210,310059576.1,0.0389,4.9664,53.0723,21.7993,1421740000,N/A,7082175000,26800000,0,133500000,83.7991,22.9293,16.1281,-624.1906,
300015.SZ,°®¶ûÑÛ¿Æ,2009-11-20,0.8215,0.8159,0.8388,0.8038,0.8145,2845770,150254995.8,-0.007,-0.8483,52.7994,10.6185,1409680000,N/A,7022100000,26800000,0,133500000,83.0883,22.7348,15.9913,-618.8958,
300015.SZ,°®¶ûÑÛ¿Æ,2009-11-23,0.8145,0.8129,0.8374,0.8098,0.8338,2511877,133892197,0.0194,2.3764,53.3036,9.3727,1443180000,N/A,7188975000,26800000,0,133500000,85.0628,23.275,16.3713,-633.6035,
300015.SZ,°®¶ûÑÛ¿Æ,2009-11-24,0.8338,0.8439,0.851,0.76,0.7928,4057508,210363719.7,-0.041,-4.9211,51.8455,15.14,1372160000,N/A,6835200000,26800000,0,133500000,80.8768,22.1296,15.5657,-602.4233,
300015.SZ,°®¶ûÑÛ¿Æ,2009-11-25,0.7928,0.7858,0.8359,0.7792,0.8297,3564195,186618204.4,0.0369,4.6484,52.3591,13.2992,1435944000,N/A,7152930000,26800000,0,133500000,84.6363,23.1583,16.2892,-630.4266,
300015.SZ,°®¶ûÑÛ¿Æ,2009-11-26,0.8297,0.8292,0.847,0.8071,0.847,4178462,223277460.7,0.0173,2.0903,53.4353,15.5913,1465960000,N/A,7302450000,26800000,0,133500000,86.4055,23.6424,16.6297,-643.6046,
300015.SZ,°®¶ûÑÛ¿Æ,2009-11-27,0.847,0.864,0.9266,0.864,0.8811,5992965,345975389.7,0.0341,4.0219,57.7303,22.3618,1524920000,N/A,7596150000,26800000,0,133500000,89.8807,24.5933,17.2985,-669.49,
300015.SZ,°®¶ûÑÛ¿Æ,2009-11-30,0.8811,0.8795,0.8795,0.8362,0.8718,3168133,175732491.2,-0.0093,-1.0545,55.4688,11.8214,1508840000,N/A,7516050000,26800000,0,133500000,88.9329,24.334,17.1161,-662.4304,
300015.SZ,°®¶ûÑÛ¿Æ,2009-12-01,0.8718,0.8665,0.8716,0.8439,0.8605,2543968,140858281.1,-0.0113,-1.2966,55.3695,9.4924,1489276000,N/A,7418595000,26800000,0,133500000,87.7798,24.0184,16.8942,-653.8411,
300015.SZ,°®¶ûÑÛ¿Æ,2009-12-02,0.8605,0.8656,0.9071,0.8648,0.8848,3949069,226765442.3,0.0243,2.8253,57.4225,14.7353,1531352000,N/A,7628190000,26800000,0,133500000,90.2598,24.697,17.3715,-672.3138,
300015.SZ,°®¶ûÑÛ¿Æ,2009-12-03,0.8848,0.8848,0.9232,0.878,0.9229,3906645,229191922.9,0.0381,4.3052,58.6672,14.577,1597280000,N/A,7956600000,26800000,0,133500000,94.1457,25.7603,18.1194,-701.2584,
300015.SZ,°®¶ûÑÛ¿Æ,2009-12-04,0.9229,0.8904,0.901,0.8306,0.8397,4202754,233772593.3,-0.0832,-9.0101,55.6237,15.6819,1453364000,N/A,7239705000,26800000,0,133500000,85.6631,23.4393,16.4868,-638.0745,
300015.SZ,°®¶ûÑÛ¿Æ,2009-12-07,0.8397,0.8352,0.8665,0.8317,0.8558,1544855,84959698.5,0.0161,1.9178,54.9953,5.7644,1481236000,N/A,7378545000,26800000,0,133500000,87.3059,23.8888,16.803,-650.3113,
300015.SZ,°®¶ûÑÛ¿Æ,2009-12-08,0.8558,0.8523,0.8825,0.8417,0.8671,1884322,104777366.6,0.0113,1.3208,55.6048,7.0311,1500800000,N/A,7476000000,26800000,0,133500000,88.459,24.2043,17.0249,-658.9005,
300015.SZ,°®¶ûÑÛ¿Æ,2009-12-09,0.8671,0.8594,0.8978,0.8517,0.8715,2556389,145079115,0.0043,0.5,56.7516,9.5388,1508304000,N/A,7513380000,26800000,0,133500000,88.9013,24.3253,17.1101,-662.195,
300015.SZ,°®¶ûÑÛ¿Æ,2009-12-10,0.8715,0.8659,0.8794,0.8424,0.8453,2040947,112467860.7,-0.0262,-3.0028,55.1057,7.6155,1463012000,N/A,7287765000,26800000,0,133500000,86.2318,23.5949,16.5963,-642.3104,
300015.SZ,°®¶ûÑÛ¿Æ,2009-12-11,0.8453,0.8509,0.851,0.7959,0.8098,2395957,127165821.5,-0.0355,-4.1949,53.0752,8.9401,1401640000,N/A,6982050000,26800000,0,133500000,82.6144,22.6051,15.9001,-615.366,
300015.SZ,°®¶ûÑÛ¿Æ,2009-12-14,0.8098,0.8129,0.8137,0.7747,0.806,1553118,79753774.6,-0.0039,-0.478,51.3508,5.7952,1394940000,N/A,6948675000,26800000,0,133500000,82.2195,22.497,15.8241,-612.4245,
300015.SZ,°®¶ûÑÛ¿Æ,2009-12-15,0.806,0.8126,0.8266,0.8023,0.8112,1164547,61132136.7,0.0053,0.6532,52.4943,4.3453,1404052000,N/A,6994065000,26800000,0,133500000,82.7566,22.644,15.9274,-616.425,
300015.SZ,°®¶ûÑÛ¿Æ,2009-12-16,0.8112,0.8054,0.8066,0.7835,0.7866,1575530,80667059.2,-0.0246,-3.0349,51.2,5.8788,1361440000,N/A,6781800000,26800000,0,133500000,80.245,21.9568,15.444,-597.7169,
300015.SZ,°®¶ûÑÛ¿Æ,2009-12-17,0.7866,0.788,0.7928,0.7456,0.7474,1486636,73190763.7,-0.0392,-4.9803,49.2325,5.5471,1293636000,N/A,6444045000,26800000,0,133500000,76.2485,20.8632,14.6749,-567.9487,
300015.SZ,°®¶ûÑÛ¿Æ,2009-12-18,0.7474,0.7464,0.7721,0.7208,0.7587,1947586,93755838,0.0113,1.5123,48.1395,7.2671,1313200000,N/A,6541500000,26800000,0,133500000,77.4016,21.1788,14.8968,-576.538,
300015.SZ,°®¶ûÑÛ¿Æ,2009-12-21,0.7587,0.7512,0.7677,0.7487,0.7611,916997,44866315.3,0.0023,0.3061,48.9274,3.4216,1317220000,N/A,6561525000,26800000,0,133500000,77.6386,21.2436,14.9424,-578.3029,
300015.SZ,°®¶ûÑÛ¿Æ,2009-12-22,0.7611,0.7676,0.7676,0.7227,0.7227,1034290,49192193.1,-0.0384,-5.0458,47.5613,3.8593,1250756000,N/A,6230445000,26800000,0,133500000,73.7211,20.1717,14.1885,-549.123,
300015.SZ,°®¶ûÑÛ¿Æ,2009-12-23,0.7227,0.7202,0.7462,0.7202,0.7371,917703,43666136.3,0.0144,1.9927,47.582,3.4243,1275680000,N/A,6354600000,26800000,0,133500000,75.1902,20.5737,14.4712,-560.0654,
300015.SZ,°®¶ûÑÛ¿Æ,2009-12-24,0.7371,0.7276,0.7549,0.7216,0.7544,1186890,56850722.1,0.0173,2.3529,47.8989,4.4287,1305696000,N/A,6504120000,26800000,0,133500000,76.9594,21.0577,14.8117,-573.2435,
300015.SZ,°®¶ûÑÛ¿Æ,2009-12-25,0.7544,0.7493,0.7495,0.7262,0.7293,1060278,50160657.4,-0.0251,-3.3251,47.309,3.9563,1262280000,N/A,6287850000,26800000,0,133500000,74.4004,20.3575,14.3192,-554.1824,
300015.SZ,°®¶ûÑÛ¿Æ,2009-12-28,0.7293,0.7309,0.7464,0.7293,0.7378,755537,36036511.1,0.0085,1.1677,47.6966,2.8192,1277020000,N/A,6361275000,26800000,0,133500000,75.2691,20.5953,14.4864,-560.6537,
300015.SZ,°®¶ûÑÛ¿Æ,2009-12-29,0.7378,0.7402,0.7464,0.7179,0.7299,856216,40462029.8,-0.0079,-1.0703,47.2568,3.1948,1263352000,N/A,6293190000,26800000,0,133500000,74.4635,20.3748,14.3313,-554.653,
300015.SZ,°®¶ûÑÛ¿Æ,2009-12-30,0.7299,0.7278,0.7581,0.7278,0.7453,1152064,55464186.3,0.0153,2.1001,48.1433,4.2987,1289884000,N/A,6425355000,26800000,0,133500000,76.0274,20.8027,14.6323,-566.3015,
300015.SZ,°®¶ûÑÛ¿Æ,2009-12-31,0.7453,0.7504,0.7597,0.7402,0.7556,878657,42649368.3,0.0104,1.3921,48.5393,3.2786,1307840000,N/A,6514800000,26800000,0,133500000,77.0857,21.0923,14.836,-574.1848,
300015.SZ,°®¶ûÑÛ¿Æ,2010-01-04,0.7556,0.7583,0.7617,0.7518,0.7552,740314,36138617.8,-0.0005,-0.0615,48.8153,2.7624,1307036000,N/A,6510795000,26800000,0,133500000,77.0383,21.0794,10.7359,7.2855,
300015.SZ,°®¶ûÑÛ¿Æ,2010-01-05,0.7552,0.758,0.7971,0.7478,0.7897,1850184,92461796.6,0.0345,4.5725,49.9744,6.9037,1366800000,N/A,6808500000,26800000,0,133500000,80.5609,22.0432,11.2268,7.6186,
300015.SZ,°®¶ûÑÛ¿Æ,2010-01-06,0.7897,0.788,0.788,0.7693,0.7702,971079,48709591.5,-0.0195,-2.4706,50.1603,3.6234,1333032000,N/A,6640290000,26800000,0,133500000,78.5706,21.4986,10.9494,7.4304,
300015.SZ,°®¶ûÑÛ¿Æ,2010-01-07,0.7702,0.7735,0.7735,0.7496,0.7522,928957,45556820.4,-0.018,-2.3321,49.0408,3.4663,1301944000,N/A,6485430000,26800000,0,133500000,76.7382,20.9972,10.6941,7.2571,
300015.SZ,°®¶ûÑÛ¿Æ,2010-01-08,0.7522,0.7468,0.7493,0.7233,0.7313,1136816,53706945.9,-0.0209,-2.7789,47.2433,4.2419,1265764000,N/A,6305205000,26800000,0,133500000,74.6057,20.4137,10.3969,7.0554,
300015.SZ,°®¶ûÑÛ¿Æ,2010-01-11,0.7313,0.7276,0.7462,0.72,0.734,921556,43671673.6,0.0026,0.3599,47.3891,3.4386,1270320000,N/A,6327900000,26800000,0,133500000,74.8742,20.4872,10.4343,7.0808,
300015.SZ,°®¶ûÑÛ¿Æ,2010-01-12,0.734,0.734,0.7516,0.7293,0.7501,797391,38373690.8,0.0161,2.1941,48.1241,2.9753,1298192000,N/A,6466740000,26800000,0,133500000,76.5171,20.9367,10.6633,7.2362,
300015.SZ,°®¶ûÑÛ¿Æ,2010-01-13,0.7501,0.7416,0.7758,0.7287,0.7642,1397010,68894280.1,0.0141,1.8786,49.3155,5.2127,1322580000,N/A,6588225000,26800000,0,133500000,77.9545,21.33,10.8636,7.3721,
300015.SZ,°®¶ûÑÛ¿Æ,2010-01-14,0.7642,0.7741,0.8129,0.7651,0.7978,1950890,100448782.5,0.0336,4.3972,51.4887,7.2794,1380736000,N/A,6877920000,26800000,0,133500000,81.3823,22.268,11.3413,7.6963,
300015.SZ,°®¶ûÑÛ¿Æ,2010-01-15,0.7978,0.7982,0.8075,0.7832,0.7906,919192,46966088.5,-0.0071,-0.8929,51.095,3.4298,1368408000,N/A,6816510000,26800000,0,133500000,80.6557,22.0691,11.24,7.6276,
300015.SZ,°®¶ûÑÛ¿Æ,2010-01-18,0.7906,0.7944,0.8007,0.7849,0.7928,520082,26632259.2,0.0022,0.2742,51.2078,1.9406,1372160000,N/A,6835200000,26800000,0,133500000,80.8768,22.1296,11.2708,7.6485,
300015.SZ,°®¶ûÑÛ¿Æ,2010-01-19,0.7928,0.7899,0.7934,0.768,0.7755,874495,43734884.2,-0.0173,-2.1875,50.0116,3.263,1342144000,N/A,6685680000,26800000,0,133500000,79.1076,21.6456,11.0243,7.4812,
300015.SZ,°®¶ûÑÛ¿Æ,2010-01-20,0.7755,0.7742,0.7789,0.7264,0.7293,1123272,54157820,-0.0461,-5.9505,48.2143,4.1913,1262280000,N/A,6287850000,26800000,0,133500000,74.4004,20.3575,10.3683,7.036,
300015.SZ,°®¶ûÑÛ¿Æ,2010-01-21,0.7293,0.7309,0.7476,0.7309,0.7375,529544,25269104.4,0.0082,1.1253,47.7186,1.9759,1276484000,N/A,6358605000,26800000,0,133500000,75.2376,20.5866,10.485,7.1152,
300015.SZ,°®¶ûÑÛ¿Æ,2010-01-22,0.7375,0.7323,0.7323,0.683,0.6937,1528341,69359276.2,-0.0438,-5.9416,45.3821,5.7028,1200640000,N/A,5980800000,26800000,0,133500000,70.7672,19.3634,9.862,6.6924,
300015.SZ,°®¶ûÑÛ¿Æ,2010-01-25,0.6937,0.6889,0.6906,0.666,0.6737,796699,34897441.2,-0.02,-2.8795,43.8025,2.9728,1166068000,N/A,5808585000,26800000,0,133500000,68.7295,18.8059,9.578,6.4997,
300015.SZ,°®¶ûÑÛ¿Æ,2010-01-26,0.6737,0.6829,0.6937,0.6705,0.6751,570776,25064535.9,0.0014,0.2068,43.9131,2.1298,1168480000,N/A,5820600000,26800000,0,133500000,68.8717,18.8448,9.5978,6.5131,
300015.SZ,°®¶ûÑÛ¿Æ,2010-01-27,0.6751,0.6767,0.6891,0.6751,0.6767,512792,22637284.7,0.0015,0.2294,44.1452,1.9134,1171160000,N/A,5833950000,26800000,0,133500000,69.0296,18.888,9.6198,6.5281,
300015.SZ,°®¶ûÑÛ¿Æ,2010-01-28,0.6767,0.6779,0.6906,0.6542,0.6813,1092296,47062271.7,0.0046,0.6865,43.0856,4.0757,1179200000,N/A,5874000000,26800000,0,133500000,69.5035,19.0177,9.6859,6.5729,
300015.SZ,°®¶ûÑÛ¿Æ,2010-01-29,0.6813,0.677,0.6967,0.6686,0.683,991806,44044773.8,0.0017,0.25,44.4087,3.7008,1182148000,N/A,5888685000,26800000,0,133500000,69.6773,19.0652,9.7101,6.5893,
300015.SZ,°®¶ûÑÛ¿Æ,2010-02-01,0.683,0.6349,0.679,0.6177,0.6318,4700235,193757236.5,-0.0513,-7.504,41.2229,14.0306,1366800000,N/A,5446800000,33500000,0,133500000,64.4487,17.6346,8.9814,6.0949,
300015.SZ,°®¶ûÑÛ¿Æ,2010-02-02,0.6318,0.6349,0.6409,0.6273,0.6321,1210340,49710620.9,0.0003,0.049,41.0716,3.613,1367470000,N/A,5449470000,33500000,0,133500000,64.4803,17.6432,8.9859,6.0979,
300015.SZ,°®¶ûÑÛ¿Æ,2010-02-03,0.6321,0.633,0.6395,0.6041,0.6248,1297607,51885314.7,-0.0073,-1.1514,39.9854,3.8735,1351725000,N/A,5386725000,33500000,0,133500000,63.7379,17.4401,8.8824,6.0276,
300015.SZ,°®¶ûÑÛ¿Æ,2010-02-04,0.6248,0.6287,0.642,0.6287,0.6364,995702,40997754.6,0.0116,1.8587,41.1747,2.9722,1376850000,N/A,5486850000,33500000,0,133500000,64.9226,17.7642,9.0475,6.1397,
300015.SZ,°®¶ûÑÛ¿Æ,2010-02-05,0.6364,0.6202,0.6452,0.6197,0.6349,808132,33125903,-0.0015,-0.2433,40.9907,2.4123,1373500000,N/A,5473500000,33500000,0,133500000,64.7646,17.721,9.0255,6.1247,
300015.SZ,°®¶ûÑÛ¿Æ,2010-02-08,0.6349,0.6325,0.668,0.6325,0.6612,1623240,69054378.3,0.0263,4.1463,42.5411,4.8455,1430450000,N/A,5700450000,33500000,0,133500000,67.45,18.4558,9.3997,6.3787,
300015.SZ,°®¶ûÑÛ¿Æ,2010-02-09,0.6612,0.6581,0.6696,0.6552,0.6635,472136,20151508.5,0.0023,0.3513,42.6816,1.4094,1435475000,N/A,5720475000,33500000,0,133500000,67.687,18.5206,9.4327,6.4011,
300015.SZ,°®¶ûÑÛ¿Æ,2010-02-10,0.6635,0.6702,0.6943,0.666,0.6906,1126056,49655866.1,0.0271,4.084,44.0972,3.3614,1494100000,N/A,5954100000,33500000,0,133500000,70.4513,19.277,9.818,6.6625,
300015.SZ,°®¶ûÑÛ¿Æ,2010-02-11,0.6906,0.6905,0.7038,0.6823,0.6909,839876,37711042.9,0.0003,0.0448,44.9007,2.5071,1494770000,N/A,5956770000,33500000,0,133500000,70.4829,19.2856,9.8224,6.6655,
300015.SZ,°®¶ûÑÛ¿Æ,2010-02-12,0.6909,0.6925,0.7104,0.6906,0.7086,688817,31254815.1,0.0177,2.5549,45.3746,2.0562,1532960000,N/A,6108960000,33500000,0,133500000,72.2837,19.7784,10.0733,6.8358,
300015.SZ,°®¶ûÑÛ¿Æ,2010-02-22,0.7086,0.7038,0.7162,0.6973,0.7035,631008,28937865.2,-0.0051,-0.7212,45.8597,1.8836,1521905000,N/A,6064905000,33500000,0,133500000,71.7624,19.6357,10.0007,6.7865,
300015.SZ,°®¶ûÑÛ¿Æ,2010-02-23,0.7035,0.6973,0.7089,0.6929,0.7045,620402,28001137.6,0.0011,0.1541,45.1339,1.8519,1524250000,N/A,6074250000,33500000,0,133500000,71.873,19.666,10.0161,6.797,
300015.SZ,°®¶ûÑÛ¿Æ,2010-02-24,0.7045,0.7138,0.7397,0.7138,0.7369,1328743,62496567.2,0.0324,4.5934,47.0344,3.9664,1594265000,N/A,6353265000,33500000,0,133500000,68.6918,20.5693,10.4762,7.1092,
300015.SZ,°®¶ûÑÛ¿Æ,2010-02-25,0.7369,0.7451,0.7587,0.7371,0.7408,1488689,71781098.1,0.0039,0.5253,48.2177,4.4438,1602640000,N/A,6386640000,33500000,0,133500000,69.0527,20.6774,10.5312,7.1465,
300015.SZ,°®¶ûÑÛ¿Æ,2010-02-26,0.7408,0.7371,0.7724,0.7357,0.7603,1677641,82493438.2,0.0195,2.6338,49.1723,5.0079,1644850000,N/A,6554850000,33500000,0,133500000,70.8714,21.222,10.8086,7.3348,
300015.SZ,°®¶ûÑÛ¿Æ,2010-03-01,0.7603,0.7603,0.7975,0.7603,0.7882,1948301,98289483.3,0.0279,3.666,50.4488,5.8158,1705150000,N/A,6795150000,33500000,0,133500000,73.4695,22,11.2048,7.6036,
300015.SZ,°®¶ûÑÛ¿Æ,2010-03-02,0.7882,0.7882,0.8018,0.7722,0.7789,1387809,70540296.2,-0.0093,-1.1788,50.8285,4.1427,1685050000,N/A,6715050000,33500000,0,133500000,72.6035,21.7406,11.0727,7.514,
300015.SZ,°®¶ûÑÛ¿Æ,2010-03-03,0.7789,0.7761,0.7838,0.7556,0.7631,1356079,67318495.3,-0.0158,-2.0278,49.642,4.048,1650880000,N/A,6578880000,33500000,0,133500000,71.1312,21.2998,10.8482,7.3616,
300015.SZ,°®¶ûÑÛ¿Æ,2010-03-04,0.7631,0.7631,0.8021,0.7592,0.7803,2009270,102212946.8,0.0172,2.2524,50.8707,5.9978,1688065000,N/A,6727065000,33500000,0,133500000,72.7334,21.7795,11.0925,7.5275,
300015.SZ,°®¶ûÑÛ¿Æ,2010-03-05,0.7803,0.7824,0.8362,0.7804,0.8284,2330128,123293244.9,0.0482,6.1719,52.9126,6.9556,1792250000,N/A,7142250000,33500000,0,133500000,77.2224,23.1238,11.7771,7.992,
300015.SZ,°®¶ûÑÛ¿Æ,2010-03-08,0.8284,0.83,0.8448,0.8162,0.8383,1713200,91973895,0.0099,1.1963,53.6854,5.114,1813690000,N/A,7227690000,33500000,0,133500000,78.1461,23.4004,11.918,8.0877,
300015.SZ,°®¶ûÑÛ¿Æ,2010-03-09,0.8383,0.8408,0.8408,0.8179,0.8312,1167193,62463551.4,-0.0071,-0.8496,53.516,3.4842,1798280000,N/A,7166280000,33500000,0,133500000,77.4822,23.2015,11.8168,8.0189,
300015.SZ,°®¶ûÑÛ¿Æ,2010-03-10,0.8312,0.8335,0.8764,0.8289,0.8716,2358595,130626211.4,0.0404,4.8621,55.3831,7.0406,1885715000,N/A,7514715000,33500000,0,133500000,81.2495,24.3296,12.3913,8.4088,
300015.SZ,°®¶ûÑÛ¿Æ,2010-03-11,0.8716,0.871,0.8788,0.847,0.8718,1852220,103387106,0.0002,0.0178,55.8179,5.529,1886050000,N/A,7516050000,33500000,0,133500000,81.2639,24.334,12.3935,8.4103,
300015.SZ,°®¶ûÑÛ¿Æ,2010-03-12,0.8718,0.8718,0.8718,0.8718,0.8718,N/A,N/A,0,0,N/A,N/A,1886050000,N/A,7516050000,33500000,0,133500000,81.2639,24.334,12.3935,8.4103,
300015.SZ,°®¶ûÑÛ¿Æ,2010-03-15,0.8718,0.895,0.9028,0.8676,0.88,3250682,186282022.4,0.0082,0.9414,57.3055,9.7035,1903805000,N/A,7586805000,33500000,0,133500000,82.0289,6.278,12.5102,8.4895,
300015.SZ,°®¶ûÑÛ¿Æ,2010-03-16,0.88,0.8818,0.8826,0.8521,0.8549,1621286,90455472.1,-0.0251,-2.8506,55.7924,4.8397,1849535000,N/A,7370535000,33500000,0,133500000,79.6906,6.0991,12.1536,8.2475,
300015.SZ,°®¶ûÑÛ¿Æ,2010-03-17,0.8549,0.8591,0.9244,0.8578,0.9133,2801812,163030898.6,0.0584,6.8285,58.1877,8.3636,1975830000,N/A,7873830000,33500000,0,133500000,85.1322,6.5155,12.9835,8.8107,
300015.SZ,°®¶ûÑÛ¿Æ,2010-03-18,0.9133,0.9136,0.9548,0.9091,0.924,2642148,159006833.4,0.0107,1.1699,60.1809,7.887,1998945000,N/A,7965945000,33500000,0,133500000,86.1282,6.5918,13.1354,8.9137,
300015.SZ,°®¶ûÑÛ¿Æ,2010-03-19,0.924,0.9223,0.9429,0.9136,0.9289,1211922,72692991.2,0.005,0.5363,59.9816,3.6177,2009665000,N/A,8008665000,33500000,0,133500000,86.5901,6.6271,13.2058,8.9616,
300015.SZ,°®¶ûÑÛ¿Æ,2010-03-22,0.9289,0.9295,0.9379,0.9185,0.9353,1235021,74178698.4,0.0063,0.6834,60.0627,3.6866,2023400000,N/A,8063400000,33500000,0,133500000,87.1819,6.6724,13.2961,9.0228,
300015.SZ,°®¶ûÑÛ¿Æ,2010-03-23,0.9353,0.935,0.9984,0.9261,0.9887,2393232,148244050.1,0.0534,5.7119,61.943,7.144,2138975000,N/A,8523975000,33500000,0,133500000,92.1616,7.0535,14.0555,9.5382,
300015.SZ,°®¶ûÑÛ¿Æ,2010-03-24,0.9887,0.9887,1.0172,0.9786,1.0012,2116251,136362093.6,0.0125,1.2686,64.4357,6.3172,2166110000,N/A,8632110000,33500000,0,133500000,93.3308,7.143,14.2338,9.6592,
300015.SZ,°®¶ûÑÛ¿Æ,2010-03-25,1.0012,0.9913,1.0917,0.9907,1.0684,2881276,196268264.5,0.0672,6.712,68.1185,8.6008,2311500000,N/A,9211500000,33500000,0,133500000,99.5952,7.6225,15.1892,10.3075,
300015.SZ,°®¶ûÑÛ¿Æ,2010-03-26,1.0684,1.0514,1.1302,1.0142,1.1051,3379556,233933991.4,0.0367,3.4348,69.2203,10.0882,2390895000,N/A,9527895000,33500000,0,133500000,103.0161,7.8843,15.7109,10.6615,
300015.SZ,°®¶ûÑÛ¿Æ,2010-03-29,1.1051,1.1051,1.1395,1.0454,1.0825,3781885,264412490.6,-0.0226,-2.0457,69.9155,11.2892,2341985000,N/A,9332985000,33500000,0,133500000,100.9087,7.723,15.3895,10.4434,
300015.SZ,°®¶ûÑÛ¿Æ,2010-03-30,1.0825,1.0742,1.1149,1.067,1.0824,2102166,147708536.6,-0.0002,-0.0143,70.2649,6.2751,2341650000,N/A,9331650000,33500000,0,133500000,100.8943,7.7219,15.3873,10.4419,
300015.SZ,°®¶ûÑÛ¿Æ,2010-03-31,1.0824,1.077,1.1068,1.0712,1.0932,2088911,146825958.9,0.0108,1.0014,70.2883,6.2356,2365100000,N/A,9425100000,33500000,0,133500000,101.9046,7.7992,15.5414,10.5465,
300015.SZ,°®¶ûÑÛ¿Æ,2010-04-01,1.0932,1.089,1.1222,1.0622,1.0666,3141391,222805316.8,-0.0266,-2.4363,70.9257,9.3773,2307480000,N/A,9195480000,33500000,0,133500000,99.422,7.6092,15.1628,10.2896,
