´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
300015.SZ,°®¶ûÑÛ¿Æ,2017-06-06,3.705,3.6859,3.7415,3.6563,3.712,4338389,92384115,0.007,0.1877,21.2946,0.366,25305710685.15,N/A,32406281408.9,1185279189,0,1517858614,54.5146,10.967,8.1008,587.8281,
300015.SZ,°®¶ûÑÛ¿Æ,2017-06-07,3.712,3.6998,3.8563,3.6859,3.8354,8740022,190139629,0.1234,3.3255,21.7551,0.7374,26148251653.46,N/A,33483961024.84,1185324191,0,1517858614,56.3275,11.3317,8.3701,607.3765,
300015.SZ,°®¶ûÑÛ¿Æ,2017-06-08,3.8354,3.8093,3.8563,3.7885,3.8354,4609472,101153941,0,0,21.9448,0.3889,26148251653.46,N/A,33483961024.84,1185324191,0,1517858614,56.3275,11.3317,8.3701,607.3765,
300015.SZ,°®¶ûÑÛ¿Æ,2017-06-09,3.8354,3.8354,3.8354,3.7607,3.778,6529023,142505750,-0.0574,-1.4959,21.8265,0.5508,25757094670.43,N/A,33045283931.72,1185324191,0,1520721764,55.5895,11.1833,8.2605,599.4192,
300015.SZ,°®¶ûÑÛ¿Æ,2017-06-12,3.778,3.7607,3.8093,3.7554,3.7937,3850841,83810972,0.0156,0.4142,21.7643,0.3249,25863773847.62,N/A,33182148890.48,1185324191,0,1520721764,55.8198,11.2296,8.2947,601.9019,
300015.SZ,°®¶ûÑÛ¿Æ,2017-06-13,3.7937,3.7728,3.818,3.7624,3.7815,3033214,66219133,-0.0122,-0.3208,21.8313,0.2559,25780801154.25,N/A,33075698367,1185324191,0,1520721764,55.6407,11.1936,8.2681,599.9709,
300015.SZ,°®¶ûÑÛ¿Æ,2017-06-14,3.7815,3.7763,3.8806,3.7641,3.8615,5418008,119495330,0.08,2.1149,22.0552,0.4571,26326050282.11,N/A,33775230378.44,1185324191,0,1520721764,56.8175,11.4303,8.443,612.6599,
300015.SZ,°®¶ûÑÛ¿Æ,2017-06-15,3.8615,3.8615,4.0354,3.8476,3.9467,10181524,231766916,0.0852,2.2062,22.7635,0.859,26906859135.7,N/A,34520384042.8,1185324191,0,1520721764,58.071,11.6825,8.6292,626.1765,
300015.SZ,°®¶ûÑÛ¿Æ,2017-06-16,3.9467,3.9519,3.9936,3.8911,3.9849,5003573,113875033,0.0382,0.9692,22.7587,0.4221,27167630457.72,N/A,34854942830.88,1185324191,0,1520721764,58.6338,11.7957,8.7129,632.2452,
300015.SZ,°®¶ûÑÛ¿Æ,2017-06-19,3.9849,3.978,4.0006,3.9171,3.9467,3933355,89183916,-0.0382,-0.9599,22.6738,0.3318,26906859135.7,N/A,34520384042.8,1185324191,0,1520721764,58.071,11.6825,8.6292,626.1765,
300015.SZ,°®¶ûÑÛ¿Æ,2017-06-20,3.9467,3.9467,3.9693,3.8824,3.9102,3930954,88524119,-0.0365,-0.9251,22.5198,0.3316,26657941055.59,N/A,34201032472.36,1185324191,0,1520721764,57.5338,11.5744,8.5494,620.3837,
300015.SZ,°®¶ûÑÛ¿Æ,2017-06-21,3.9102,3.9102,3.9676,3.8963,3.9641,3818045,86304401,0.0539,1.3784,22.6043,0.3221,27025391554.8,N/A,34672456219.2,1185324191,0,1520721764,58.3268,11.7339,8.6672,628.935,
300015.SZ,°®¶ûÑÛ¿Æ,2017-06-22,3.9641,3.9571,3.9606,3.9119,3.9171,3361210,76044891,-0.0469,-1.1842,22.6243,0.2836,26705354023.23,N/A,34261861342.92,1185324191,0,1520721764,57.6361,11.595,8.5646,621.4871,
300015.SZ,°®¶ûÑÛ¿Æ,2017-06-23,3.9171,3.8963,3.9693,3.8632,3.9467,4770617,107621927,0.0296,0.7545,22.5593,0.4025,26906859135.7,N/A,34520384042.8,1185324191,0,1520721764,58.071,11.6825,8.6292,626.1765,
300015.SZ,°®¶ûÑÛ¿Æ,2017-06-26,3.9467,3.9502,4.0162,3.938,3.9502,6012818,137533054,0.0035,0.0881,22.8733,0.5073,26930565619.52,N/A,34550798478.08,1185324191,0,1520721764,58.1221,11.6928,8.6368,626.7282,
300015.SZ,°®¶ûÑÛ¿Æ,2017-06-27,3.9502,3.9502,4.0614,3.9502,4.0597,7480805,172995734,0.1095,2.7729,23.1253,0.6311,27677319859.85,N/A,35508853189.4,1185324191,0,1520721764,59.7338,12.017,8.8763,644.1067,
300015.SZ,°®¶ûÑÛ¿Æ,2017-06-28,4.0597,4.0441,4.051,3.9832,4.0284,6776738,156574519,-0.0313,-0.7709,23.1047,0.5717,27463961505.47,N/A,35235123271.88,1185324191,0,1520721764,59.2733,11.9243,8.8079,639.1414,
300015.SZ,°®¶ûÑÛ¿Æ,2017-06-29,4.0284,4.0093,4.0319,3.9693,4.0215,4231622,97442355,-0.007,-0.1726,23.0272,0.3541,27637870718.43,N/A,35174294401.32,1194892811,0,1520721764,59.171,11.9038,8.7927,638.038,
300015.SZ,°®¶ûÑÛ¿Æ,2017-06-30,4.0215,4.0215,4.0614,3.9832,4.0441,4809629,111319291,0.0226,0.562,23.1451,0.4025,27793206783.86,N/A,35371988230.64,1194892811,0,1520721764,59.5036,11.9707,8.8421,641.624,
300015.SZ,°®¶ûÑÛ¿Æ,2017-07-03,4.0441,4.0441,4.051,3.9641,4.0058,4371639,100461590,-0.0382,-0.9458,22.9803,0.3659,27530330365.44,N/A,35037429442.56,1194892811,0,1520721764,58.9408,11.8574,8.7585,635.5554,
300015.SZ,°®¶ûÑÛ¿Æ,2017-07-04,4.0058,3.9797,3.9954,3.9084,3.9467,4495940,102100575,-0.0591,-1.4757,22.7095,0.3763,27124066809.7,N/A,34520384042.8,1194892811,0,1520721764,58.071,11.6825,8.6292,626.1765,
300015.SZ,°®¶ûÑÛ¿Æ,2017-07-05,3.9467,3.9415,4.011,3.9224,3.9902,3291885,75311906,0.0435,1.1013,22.878,0.2755,27422790012.45,N/A,34900564483.8,1194892811,0,1520721764,58.7105,11.8111,8.7243,633.0728,
300015.SZ,°®¶ûÑÛ¿Æ,2017-07-06,3.9902,4.0006,4.0006,3.9363,3.9571,2702227,61578027,-0.033,-0.8279,22.7879,0.2261,27195760378.36,N/A,34611627348.64,1194892811,0,1520721764,58.2245,11.7133,8.652,627.8316,
300015.SZ,°®¶ûÑÛ¿Æ,2017-07-07,3.9571,3.945,3.9484,3.9119,3.9293,2389679,53963150,-0.0278,-0.703,22.5818,0.2,27004577528.6,N/A,34368311866.4,1194892811,0,1520721764,57.8152,11.631,8.5912,623.418,
300015.SZ,°®¶ûÑÛ¿Æ,2017-07-10,3.9293,3.9137,3.9276,3.8441,3.858,4303635,95783329,-0.0713,-1.8142,22.2564,0.3602,26514671476.09,N/A,33744815943.16,1194892811,0,1520721764,56.7663,11.42,8.4354,612.1082,
300015.SZ,°®¶ûÑÛ¿Æ,2017-07-11,3.858,3.8389,3.8772,3.8389,3.8754,3909461,86885608,0.0174,0.4507,22.2244,0.3272,26634160757.19,N/A,33896888119.56,1194892811,0,1520721764,57.0221,11.4715,8.4734,614.8667,
300015.SZ,°®¶ûÑÛ¿Æ,2017-07-12,3.8754,3.8719,3.8824,3.8128,3.8511,4927384,108599591,-0.0243,-0.6281,22.04,0.4124,26466875763.65,N/A,33683987072.6,1194892811,0,1520721764,56.664,11.3994,8.4202,611.0048,
300015.SZ,°®¶ûÑÛ¿Æ,2017-07-13,3.8511,3.8511,3.8511,3.818,3.8372,3641690,80248273,-0.0139,-0.3612,22.036,0.3048,26371284338.77,N/A,33562329331.48,1194892811,0,1520721764,56.4593,11.3582,8.3897,608.798,
300015.SZ,°®¶ûÑÛ¿Æ,2017-07-14,3.8372,3.865,3.9119,3.8632,3.8945,4569388,102206796,0.0574,1.4952,22.3677,0.3824,26765598966.4,N/A,34064167513.6,1194892811,0,1520721764,57.3035,11.5281,8.5152,617.9011,
300015.SZ,°®¶ûÑÛ¿Æ,2017-07-17,3.8945,3.8789,3.8858,3.6563,3.752,6672769,145270571,-0.1426,-3.6607,21.7707,0.5584,25785786861.38,N/A,32817175667.12,1194892811,0,1520721764,55.2058,11.1061,8.2035,595.2815,
300015.SZ,°®¶ûÑÛ¿Æ,2017-07-18,3.752,3.7502,3.8441,3.7485,3.8128,4644723,101440531,0.0609,1.6219,21.84,0.3887,26203999345.23,N/A,33349428284.52,1194892811,0,1520721764,56.1012,11.2862,8.3365,604.9362,
300015.SZ,°®¶ûÑÛ¿Æ,2017-07-19,3.8128,3.8111,3.8858,3.8041,3.8685,3300997,73078895,0.0556,1.4592,22.1384,0.2763,26586365044.75,N/A,33836059249,1194892811,0,1520721764,56.9198,11.4509,8.4582,613.7633,
300015.SZ,°®¶ûÑÛ¿Æ,2017-07-20,3.8685,3.8685,3.9241,3.8545,3.8858,2904839,64989481,0.0174,0.4494,22.3728,0.2431,26705854325.85,N/A,33988131425.4,1194892811,0,1520721764,57.1756,11.5023,8.4962,616.5218,
300015.SZ,°®¶ûÑÛ¿Æ,2017-07-21,3.8858,3.8893,3.9502,3.8667,3.9467,5105404,115331558,0.0609,1.566,22.5901,0.4273,27124066809.7,N/A,34520384042.8,1194892811,0,1520721764,58.071,11.6825,8.6292,626.1765,
300015.SZ,°®¶ûÑÛ¿Æ,2017-07-24,3.9467,3.9415,3.945,3.898,3.9102,2788807,62756985,-0.0365,-0.9251,22.5032,0.2334,26873139319.39,N/A,34201032472.36,1194892811,0,1520721764,57.5338,11.5744,8.5494,620.3837,
300015.SZ,°®¶ûÑÛ¿Æ,2017-07-25,3.9102,3.9102,3.9293,3.8424,3.8598,2673566,59577049,-0.0504,-1.2895,22.2837,0.2237,26526620404.2,N/A,33760023160.8,1194892811,0,1520721764,56.7919,11.4251,8.4392,612.3841,
300015.SZ,°®¶ûÑÛ¿Æ,2017-07-26,3.8598,3.8632,3.8789,3.8233,3.8424,2923504,64594450,-0.0174,-0.4505,22.0949,0.2447,26407131123.1,N/A,33607950984.4,1194892811,0,1520721764,56.5361,11.3737,8.4011,609.6256,
300015.SZ,°®¶ûÑÛ¿Æ,2017-07-27,3.8424,3.8441,3.9432,3.8007,3.9241,4601882,102835241,0.0817,2.1267,22.3463,0.3851,26968730744.27,N/A,34322690213.48,1194892811,0,1520721764,57.7384,11.6156,8.5798,622.5905,
300015.SZ,°®¶ûÑÛ¿Æ,2017-07-28,3.9241,3.9276,3.9467,3.8998,3.9119,2927432,66070312,-0.0122,-0.3101,22.5694,0.245,26885088247.5,N/A,34216239690,1194892811,0,1520721764,57.5593,11.5795,8.5532,620.6595,
300015.SZ,°®¶ûÑÛ¿Æ,2017-07-31,3.9119,3.9502,3.9728,3.9171,3.9293,4152803,94398602,0.0174,0.4444,22.7313,0.3475,27004577528.6,N/A,34368311866.4,1194892811,0,1520721764,57.8152,11.631,8.5912,623.418,
300015.SZ,°®¶ûÑÛ¿Æ,2017-08-01,3.9293,3.9293,4.0267,3.9241,4.0232,5888158,135410336,0.0939,2.3894,22.9971,0.4928,27649819646.54,N/A,35189501618.96,1194892811,0,1520721764,59.1966,11.9089,8.7965,638.3138,
300015.SZ,°®¶ûÑÛ¿Æ,2017-08-02,4.0232,4.0093,4.011,3.9432,3.945,3913620,89314012,-0.0782,-1.9447,22.8213,0.3275,27112117881.59,N/A,34505176825.16,1194892811,0,1520721764,58.0454,11.6773,8.6254,625.9007,
300015.SZ,°®¶ûÑÛ¿Æ,2017-08-03,3.945,3.9467,3.9641,3.8945,3.9032,3873245,87346132,-0.0417,-1.0577,22.5512,0.3241,26825343606.95,N/A,34140203601.8,1194892811,0,1520721764,57.4314,11.5538,8.5342,619.2803,
300015.SZ,°®¶ûÑÛ¿Æ,2017-08-04,3.9032,3.9154,3.9606,3.8963,3.9084,2728782,61578791,0.0052,0.1336,22.5664,0.2284,26861190391.28,N/A,34185825254.72,1194892811,0,1520721764,57.5082,11.5692,8.5456,620.1078,
300015.SZ,°®¶ûÑÛ¿Æ,2017-08-07,3.9084,3.8963,3.9606,3.8945,3.9519,1740734,39497707,0.0435,1.1121,22.6903,0.1457,27159913594.03,N/A,34566005695.72,1194892811,0,1520721764,58.1477,11.6979,8.6406,627.0041,
300015.SZ,°®¶ûÑÛ¿Æ,2017-08-08,3.9519,3.9293,3.9745,3.9189,3.9728,2936595,66912971,0.0209,0.5279,22.7859,0.2458,27303300731.35,N/A,34748492307.4,1194892811,0,1520721764,58.4547,11.7597,8.6863,630.3143,
300015.SZ,°®¶ûÑÛ¿Æ,2017-08-09,3.9728,3.971,4.0336,3.938,4.011,5283762,121523329,0.0382,0.9628,22.9994,0.4422,27566177149.77,N/A,35083051095.48,1194892811,0,1520721764,59.0175,11.8729,8.7699,636.3829,
300015.SZ,°®¶ûÑÛ¿Æ,2017-08-10,4.011,4.0371,4.1101,4.011,4.0597,8086426,189094673,0.0487,1.2137,23.3842,0.6767,27900747136.85,N/A,35508853189.4,1194892811,0,1520721764,59.7338,12.017,8.8763,644.1067,
300015.SZ,°®¶ûÑÛ¿Æ,2017-08-11,4.0597,4.0336,4.0562,3.9623,3.9884,5249690,121156728,-0.0713,-1.7559,23.0788,0.4393,27410841084.34,N/A,34885357266.16,1194892811,0,1520721764,58.6849,11.806,8.7205,632.7969,
300015.SZ,°®¶ûÑÛ¿Æ,2017-08-14,3.9884,3.9867,4.098,3.9641,4.0893,6654279,155510413,0.1008,2.5283,23.37,0.5569,28103878914.72,N/A,35750751953.28,1194892811,0,1520014964,60.1687,12.1045,8.9368,648.4946,
300015.SZ,°®¶ûÑÛ¿Æ,2017-08-15,4.0893,4.0875,4.0875,3.9224,3.971,9865556,225997044,-0.1182,-2.8912,22.9077,0.8256,27291351803.24,N/A,34717141777.76,1194892811,0,1520014964,58.402,11.7491,8.6784,629.7456,
300015.SZ,°®¶ûÑÛ¿Æ,2017-08-16,3.971,3.9554,4.0041,3.931,3.9676,4642641,106194583,-0.0035,-0.0876,22.8737,0.3885,27267453947.02,N/A,34686741478.48,1194892811,0,1520014964,58.3508,11.7388,8.6708,629.1942,
300015.SZ,°®¶ûÑÛ¿Æ,2017-08-17,3.9676,3.9676,3.978,3.9189,3.9554,5476735,124232339,-0.0122,-0.3067,22.6836,0.4583,27183811450.25,N/A,34580340431,1194892811,0,1520014964,58.1718,11.7028,8.6442,627.2641,
300015.SZ,°®¶ûÑÛ¿Æ,2017-08-18,3.9554,3.9467,3.9797,3.9293,3.9745,3066792,69737671,0.0191,0.4835,22.7396,0.2567,27315249659.46,N/A,34747542077.04,1194892811,0,1520014964,58.4531,11.7593,8.686,630.297,
300015.SZ,°®¶ûÑÛ¿Æ,2017-08-21,3.9745,3.9797,3.9989,3.9293,3.9519,2853032,64964387,-0.0226,-0.5687,22.7703,0.2388,27159913594.03,N/A,34549940131.72,1194892811,0,1520014964,58.1207,11.6925,8.6366,626.7126,
300015.SZ,°®¶ûÑÛ¿Æ,2017-08-22,3.9519,3.9554,3.9571,3.8772,3.8841,4108395,92413578,-0.0678,-1.7158,22.4938,0.3438,26693905397.74,N/A,33957134295.76,1194892811,0,1520014964,57.1235,11.4918,8.4884,615.9595,
300015.SZ,°®¶ûÑÛ¿Æ,2017-08-23,3.8841,3.8928,3.9345,3.8772,3.9258,3018902,68017652,0.0417,1.0743,22.5306,0.2527,26980679672.38,N/A,34321937887.12,1194892811,0,1520014964,57.7371,11.6153,8.5796,622.5768,
300015.SZ,°®¶ûÑÛ¿Æ,2017-08-24,3.9258,3.9171,3.9258,3.8598,3.8789,2525062,56379223,-0.0469,-1.1957,22.3279,0.2113,26658058613.41,N/A,33911533846.84,1194892811,0,1520014964,57.0468,11.4764,8.477,615.1324,
300015.SZ,°®¶ûÑÛ¿Æ,2017-08-25,3.8789,3.8685,3.9293,3.8685,3.9015,2033758,45656953,0.0226,0.5827,22.4496,0.1702,26813394678.84,N/A,34109135792.16,1194892811,0,1520014964,57.3792,11.5433,8.5264,618.7167,
300015.SZ,°®¶ûÑÛ¿Æ,2017-08-28,3.9015,3.9606,3.9919,3.9241,3.971,7089589,161914198,0.0695,1.7825,22.8383,0.5933,27291351803.24,N/A,34717141777.76,1194892811,0,1520014964,53.6796,11.266,8.6784,629.7456,
300015.SZ,°®¶ûÑÛ¿Æ,2017-08-29,3.971,3.9641,4.0284,3.9641,3.9832,4248320,97708006,0.0122,0.3065,22.9992,0.3555,27374994300.01,N/A,34823542825.24,1194892811,0,1520014964,53.8441,11.3006,8.705,631.6756,
300015.SZ,°®¶ûÑÛ¿Æ,2017-08-30,3.9832,3.9884,4.0614,3.9815,4.051,6005924,139464780,0.0678,1.7023,23.2212,0.5026,27841002496.3,N/A,35416348661.2,1194892811,0,1520014964,54.7607,11.4929,8.8532,642.4287,
300015.SZ,°®¶ûÑÛ¿Æ,2017-08-31,4.051,4.051,4.0823,4.0162,4.0562,5356877,124584844,0.0052,0.1288,23.257,0.4483,27876849280.63,N/A,35461949110.12,1194892811,0,1520014964,54.8312,11.5077,8.8646,643.2559,
300015.SZ,°®¶ûÑÛ¿Æ,2017-09-01,4.0562,4.0562,4.084,4.0249,4.0684,5866857,137020405,0.0122,0.3,23.355,0.491,27960491777.4,N/A,35568350157.6,1194892811,0,1520014964,54.9957,11.5422,8.8912,645.1859,
300015.SZ,°®¶ûÑÛ¿Æ,2017-09-04,4.0684,4.0684,4.1692,4.0232,4.1605,8050277,189981962,0.0921,2.265,23.5994,0.6737,28593784967.23,N/A,36373958088.52,1194892811,0,1520014964,56.2413,11.8037,9.0926,659.7991,
300015.SZ,°®¶ûÑÛ¿Æ,2017-09-05,4.1605,4.1484,4.1553,4.098,4.1049,6210740,147007453,-0.0556,-1.3372,23.6699,0.5198,28211419267.71,N/A,35887553300.04,1194892811,0,1520014964,55.4893,11.6458,8.971,650.9761,
300015.SZ,°®¶ûÑÛ¿Æ,2017-09-06,4.1049,4.0962,4.131,4.0528,4.0649,6643917,156182230,-0.04,-0.9742,23.5076,0.556,27936593921.18,N/A,35537949858.32,1194892811,0,1520014964,54.9487,11.5324,8.8836,644.6345,
300015.SZ,°®¶ûÑÛ¿Æ,2017-09-07,4.0649,4.0667,4.1553,4.0649,4.0684,7175902,169627753,0.0035,0.0855,23.6385,0.6005,27960491777.4,N/A,35568350157.6,1194892811,0,1520014964,54.9957,11.5422,8.8912,645.1859,
300015.SZ,°®¶ûÑÛ¿Æ,2017-09-08,4.0684,4.0701,4.2005,4.0701,4.2005,8696744,208264287,0.1321,3.2479,23.9474,0.7278,28868610313.76,N/A,36723561530.24,1194892811,0,1520014964,56.7819,11.9171,9.18,666.1407,
300015.SZ,°®¶ûÑÛ¿Æ,2017-09-11,4.2005,4.1797,4.2075,4.0945,4.2058,9618947,229810979,0.0052,0.1242,23.8915,0.805,28904457098.09,N/A,36769161979.16,1194892811,0,1520014964,56.8524,11.9319,9.1914,666.9678,
300015.SZ,°®¶ûÑÛ¿Æ,2017-09-12,4.2058,4.1884,4.2005,4.1466,4.1553,5295094,127156192,-0.0504,-1.1988,24.014,0.4431,28557938182.9,N/A,36328357639.6,1194892811,0,1520014964,56.1708,11.7889,9.0812,658.9719,
300015.SZ,°®¶ûÑÛ¿Æ,2017-09-13,4.1553,4.1449,4.1623,4.1206,4.1362,2708932,64411962,-0.0191,-0.4603,23.7776,0.2267,28426499973.69,N/A,36161155993.56,1194892811,0,1520014964,55.9123,11.7346,9.0394,655.939,
300015.SZ,°®¶ûÑÛ¿Æ,2017-09-14,4.1362,4.1223,4.1223,4.0875,4.0962,3426878,80797311,-0.04,-0.9668,23.5775,0.2868,28151674627.16,N/A,35811552551.84,1194892811,0,1520014964,55.3717,11.6212,8.952,649.5975,
300015.SZ,°®¶ûÑÛ¿Æ,2017-09-15,4.0962,4.0823,4.1362,4.0823,4.1101,2482979,58767753,0.0139,0.3396,23.6682,0.2078,28247266052.04,N/A,35933153748.96,1194892811,0,1520014964,55.5598,11.6606,8.9824,651.8032,
300015.SZ,°®¶ûÑÛ¿Æ,2017-09-18,4.1101,4.1084,4.2909,4.0875,4.2649,9230423,224612235,0.1547,3.7648,24.3339,0.7725,29310720653.83,N/A,37285967066.92,1194892811,0,1520014964,57.6515,12.0996,9.3206,676.3423,
300015.SZ,°®¶ûÑÛ¿Æ,2017-09-19,4.2649,4.2597,4.2666,4.2075,4.2614,4725956,115044704,-0.0035,-0.0815,24.3432,0.3955,29286822797.61,N/A,37255566767.64,1194892811,0,1520014964,57.6045,12.0898,9.313,675.7909,
300015.SZ,°®¶ûÑÛ¿Æ,2017-09-20,4.2614,4.2614,4.3588,4.211,4.2944,5690511,140921367,0.033,0.7752,24.7643,0.4762,29513852431.7,N/A,37544369610.8,1194892811,0,1520014964,58.051,12.1835,9.3851,681.0296,
300015.SZ,°®¶ûÑÛ¿Æ,2017-09-21,4.2944,4.3205,4.3205,4.1936,4.1988,4375913,106849587,-0.0956,-2.2267,24.4177,0.3662,28856661385.65,N/A,36708361380.6,1194892811,0,1520014964,56.7584,11.9122,9.1762,665.8649,
300015.SZ,°®¶ûÑÛ¿Æ,2017-09-22,4.1988,4.2005,4.3083,4.1988,4.277,3509504,86059598,0.0782,1.8634,24.5219,0.2937,29394363150.6,N/A,37392368114.4,1194892811,0,1520014964,57.816,12.1342,9.3472,678.2724,
300015.SZ,°®¶ûÑÛ¿Æ,2017-09-25,4.277,4.277,4.4822,4.2631,4.3814,7772793,196609861,0.1043,2.439,25.2946,0.6505,30111298837.2,N/A,38304377092.8,1194892811,0,1520014964,59.2261,12.4301,9.5751,694.8156,
300015.SZ,°®¶ûÑÛ¿Æ,2017-09-26,4.3814,4.3744,4.4335,4.3031,4.3953,6885448,172839591,0.0139,0.3175,25.1022,0.5762,30206890262.08,N/A,38425978289.92,1194892811,0,1520014964,59.4142,12.4696,9.6055,697.0214,
300015.SZ,°®¶ûÑÛ¿Æ,2017-09-27,4.3953,4.3779,4.4579,4.2701,4.3118,10978396,273045159,-0.0835,-1.8987,24.8711,0.9188,29633341712.8,N/A,37696371107.2,1194892811,0,1520014964,58.286,12.2328,9.4231,683.7868,
300015.SZ,°®¶ûÑÛ¿Æ,2017-09-28,4.3118,4.3101,4.4144,4.2701,4.4109,5541911,138782749,0.0991,2.2984,25.0424,0.4638,30314430615.07,N/A,38562779636.68,1194892811,0,1520014964,59.6257,12.514,9.6397,699.5029,
300015.SZ,°®¶ûÑÛ¿Æ,2017-09-29,4.4109,4.39,4.4613,4.364,4.404,6044515,153389714,-0.007,-0.1577,25.3767,0.5059,30266634902.63,N/A,38501979038.12,1194892811,0,1520014964,59.5317,12.4942,9.6245,698.4,
300015.SZ,°®¶ûÑÛ¿Æ,2017-10-09,4.404,4.4213,4.4387,4.3518,4.3987,7115274,179676055,-0.0052,-0.1184,25.2522,0.5947,30269851191.8,N/A,38495441662.7,1196436806,0,1521558959,59.4612,12.4794,9.6229,698.2814,
300015.SZ,°®¶ûÑÛ¿Æ,2017-10-10,4.3987,4.397,4.5865,4.3935,4.5465,11964424,311250207,0.1478,3.3597,26.0146,1,31286822476.9,N/A,39788766777.85,1196436806,0,1521558959,61.4589,12.8987,9.9462,721.7415,
300015.SZ,°®¶ûÑÛ¿Æ,2017-10-11,4.5465,4.5726,4.6769,4.4944,4.6022,10552435,278476240,0.0556,1.2237,26.3898,0.882,31669682254.82,N/A,40275665644.73,1196436806,0,1521558959,62.2109,13.0566,10.0679,730.5735,
300015.SZ,°®¶ûÑÛ¿Æ,2017-10-12,4.6022,4.6213,4.6648,4.5222,4.5796,6352318,167895025,-0.0226,-0.4911,26.4305,0.5309,31514145470.04,N/A,40077862980.06,1196436806,0,1521558959,61.9054,12.9924,10.0185,726.9855,
300015.SZ,°®¶ûÑÛ¿Æ,2017-10-13,4.5796,4.5657,4.663,4.5639,4.6056,5336437,141713579,0.0261,0.5695,26.5558,0.446,31693610990.94,N/A,40306096823.91,1196436806,0,1521558959,62.258,13.0664,10.0755,731.1255,
300015.SZ,°®¶ûÑÛ¿Æ,2017-10-16,4.6056,4.6074,4.6317,4.5187,4.5239,5129145,134714217,-0.0817,-1.7743,26.2645,0.4287,31131285692.12,N/A,39590964113.18,1196436806,0,1521558959,61.1533,12.8346,9.8967,718.1534,
300015.SZ,°®¶ûÑÛ¿Æ,2017-10-17,4.5239,4.5204,4.583,4.5083,4.5257,3887138,101586622,0.0017,0.0384,26.134,0.3249,31143250060.18,N/A,39606179702.77,1196436806,0,1521558959,61.1768,12.8395,9.9006,718.4294,
300015.SZ,°®¶ûÑÛ¿Æ,2017-10-18,4.5257,4.5274,4.7552,4.5274,4.7134,11028709,296696519,0.1878,4.1491,26.9022,0.9218,32435401810.66,N/A,41249463378.49,1196436806,0,1521558959,63.7151,13.3722,10.3113,748.2375,
300015.SZ,°®¶ûÑÛ¿Æ,2017-10-19,4.7134,4.7134,4.7465,4.6682,4.7378,5345005,144887914,0.0243,0.5164,27.1072,0.4467,32602902963.5,N/A,41462481632.75,1196436806,0,1521558959,64.0441,13.4413,10.3646,752.1015,
300015.SZ,°®¶ûÑÛ¿Æ,2017-10-20,4.7378,4.7465,4.8751,4.6978,4.7621,6251256,172454389,0.0243,0.5138,27.5872,0.5225,32770404116.34,N/A,41675499887.01,1196436806,0,1521558959,64.3732,13.5103,10.4178,755.9655,
300015.SZ,°®¶ûÑÛ¿Æ,2017-10-23,4.7621,4.7639,4.9447,4.7482,4.8821,8893292,249054612,0.12,2.5192,28.0048,0.7433,33595945512.48,N/A,42725375568.72,1196436806,0,1521558959,65.9948,13.8507,10.6803,775.0095,
300015.SZ,°®¶ûÑÛ¿Æ,2017-10-24,4.8821,4.9203,4.936,4.8369,4.8977,7182242,201531038,0.0156,0.3205,28.0596,0.6003,33703624825.02,N/A,42862315875.03,1196436806,0,1521558959,59.3902,12.7042,10.7145,777.4935,
300015.SZ,°®¶ûÑÛ¿Æ,2017-10-25,4.8977,4.8856,5.0681,4.8351,5.0403,10543527,298313173,0.1426,2.9109,28.2935,0.8812,34684703005.94,N/A,44109994221.41,1196436806,0,1521558959,61.119,13.074,11.0264,800.1256,
300015.SZ,°®¶ûÑÛ¿Æ,2017-10-26,5.0403,5.0107,5.1185,4.9568,4.9899,11263081,325363559,-0.0504,-1.0003,28.8876,0.9414,34337736332.2,N/A,43668742123.3,1196436806,0,1521558959,60.5076,12.9432,10.9161,792.1216,
300015.SZ,°®¶ûÑÛ¿Æ,2017-10-27,4.9899,5.0264,5.0386,4.9638,5.0229,6343304,182031036,0.033,0.662,28.6966,0.5302,34565059325.34,N/A,43957838325.51,1196436806,0,1521558959,60.9081,13.0289,10.9884,797.3656,
300015.SZ,°®¶ûÑÛ¿Æ,2017-10-30,5.0229,5.0212,5.0594,4.856,4.8716,10567136,298422875,-0.1513,-3.0114,28.2407,0.8832,33524159304.12,N/A,42634082031.18,1196436806,0,1521558959,59.0739,12.6366,10.6575,773.3535,
300015.SZ,°®¶ûÑÛ¿Æ,2017-10-31,4.8716,4.8612,4.9012,4.7204,4.8125,13720406,377689019,-0.0591,-1.2134,27.5275,1.1468,33117370790.08,N/A,42116751985.12,1196436806,0,1521558959,58.3571,12.4832,10.5281,763.9695,
