代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),A股流通市值(元),B股流通市值(元),总市值(元),A股流通股本(股),B股流通股本(股),总股本(股),市盈率,市净率,市销率,市现率,
600795.SH,国电电力,1997-03-18,N/A,0.0771,0.1009,0.0771,0.0945,3219500,85190000,0.0896,1827.1429,26.4606,25.1523,345344000,N/A,1375980000,12800000,0,51000000,55.3985,12.7783,11.3595,N/A,
600795.SH,国电电力,1997-03-19,0.0945,0.0911,0.0923,0.0876,0.0896,1274800,32423191,-0.0049,-5.189,25.4339,9.9594,327424000,N/A,1304580000,12800000,0,51000000,52.5239,12.1152,10.77,N/A,
600795.SH,国电电力,1997-03-20,0.0896,0.09,0.091,0.0876,0.0882,517800,13053867,-0.0014,-1.5637,25.2102,4.0453,322304000,N/A,1284180000,12800000,0,51000000,51.7025,11.9258,10.6016,N/A,
600795.SH,国电电力,1997-03-21,0.0882,0.0876,0.0883,0.0841,0.0875,537800,13332869,-0.0007,-0.7943,24.7915,4.2016,319744000,N/A,1273980000,12800000,0,51000000,51.2919,11.8311,10.5174,N/A,
600795.SH,国电电力,1997-03-24,0.0875,0.0869,0.0873,0.0848,0.0852,738800,18121434,-0.0024,-2.7222,24.5282,5.7719,311040000,N/A,1239300000,12800000,0,51000000,49.8956,11.509,10.2311,N/A,
600795.SH,国电电力,1997-03-25,0.0852,0.0841,0.0863,0.081,0.0859,969600,22846486,0.0007,0.823,23.5628,7.575,313600000,N/A,1249500000,12800000,0,51000000,50.3063,11.6037,10.3153,N/A,
600795.SH,国电电力,1997-03-26,0.0859,0.0858,0.0885,0.0858,0.0869,709700,17662585,0.0011,1.2245,24.8874,5.5445,317440000,N/A,1264800000,12800000,0,51000000,50.9223,11.7458,10.4416,N/A,
600795.SH,国电电力,1997-03-27,0.0869,0.0869,0.0872,0.0848,0.0855,319200,7818690,-0.0014,-1.6129,24.4946,2.4938,312320000,N/A,1244400000,12800000,0,51000000,50.1009,11.5564,10.2732,N/A,
600795.SH,国电电力,1997-03-28,0.0855,0.0853,0.0866,0.0848,0.0859,429700,10511509,0.0004,0.4098,24.4624,3.357,313600000,N/A,1249500000,12800000,0,51000000,50.3063,11.6037,10.3153,N/A,
600795.SH,国电电力,1997-03-31,0.0859,0.0909,0.0909,0.0841,0.0852,301800,7439413,-0.0007,-0.8163,24.6501,2.3578,311040000,N/A,1239300000,12800000,0,51000000,49.8956,11.509,10.2311,N/A,
600795.SH,国电电力,1997-04-01,0.0852,0.0862,0.0869,0.0841,0.0844,217000,5242831,-0.0008,-0.9053,24.1605,1.6953,308224000,N/A,1228080000,12800000,0,51000000,49.4439,11.4048,10.1385,N/A,
600795.SH,国电电力,1997-04-02,0.0844,0.0845,0.0854,0.0841,0.0846,201400,4846982,0.0002,0.2492,24.0664,1.5734,308992000,N/A,1231140000,12800000,0,51000000,49.5671,11.4332,10.1638,N/A,
600795.SH,国电电力,1997-04-03,0.0846,0.0843,0.0843,0.0827,0.0841,191200,4551681,-0.0005,-0.58,23.8059,1.4937,307200000,N/A,1224000000,12800000,0,51000000,49.2796,11.3669,10.1048,N/A,
600795.SH,国电电力,1997-04-04,0.0841,0.0843,0.0876,0.0824,0.0861,349500,8551807,0.002,2.4167,24.4687,2.7305,314624000,N/A,1253580000,12800000,0,51000000,50.4705,11.6416,10.349,N/A,
600795.SH,国电电力,1997-04-07,0.0861,0.0859,0.089,0.085,0.0882,526600,13119384,0.0021,2.441,24.9134,4.1141,322304000,N/A,1284180000,12800000,0,51000000,51.7025,11.9258,10.6016,N/A,
