代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),A股流通市值(元),B股流通市值(元),总市值(元),A股流通股本(股),B股流通股本(股),总股本(股),市盈率,市净率,市销率,市现率,
601991.SH,大唐发电,2006-12-20,N/A,3.8007,4.3282,3.6129,4.1223,139800673,1527692104,1.7089,70.8084,10.9276,65.9437,2418920000,N/A,64613107090,212000000,0,5662849000,27.3699,3.5822,3.5907,-26.5605,
601991.SH,大唐发电,2006-12-21,4.1223,4.0392,4.0392,3.8296,3.8477,56050879,606627699,-0.2746,-6.6608,10.8228,26.4391,2257800000,N/A,60309341850,212000000,0,5662849000,25.5468,3.3436,3.3516,-24.7913,
601991.SH,大唐发电,2006-12-22,3.8477,3.7899,3.7899,3.5767,3.6418,38512917,391183310,-0.2059,-5.3521,10.1572,18.1665,2136960000,N/A,57081517920,212000000,0,5662849000,24.1795,3.1647,3.1722,-23.4645,
601991.SH,大唐发电,2006-12-25,3.6418,3.6129,3.6779,3.5767,3.6707,20183476,202711832,0.0289,0.7937,10.0435,9.5205,2153920000,N/A,57534545840,212000000,0,5662849000,24.3714,3.1898,3.1974,-23.6507,
601991.SH,大唐发电,2006-12-26,3.6707,3.6634,3.761,3.6237,3.649,16810154,171709121,-0.0217,-0.5906,10.2146,7.9293,2141200000,N/A,57194774900,212000000,0,5662849000,24.2275,3.171,3.1785,-23.511,
601991.SH,大唐发电,2006-12-27,3.649,3.6129,3.826,3.6129,3.8224,24243218,250584715,0.1734,4.7525,10.3363,11.4355,2242960000,N/A,59912942420,212000000,0,5662849000,25.3789,3.3216,3.3295,-24.6284,
601991.SH,大唐发电,2006-12-28,3.8224,3.8079,3.9272,3.6923,3.7176,20939183,220374004,-0.1048,-2.741,10.5245,9.877,2181480000,N/A,58270716210,212000000,0,5662849000,24.6832,3.2306,3.2383,-23.9533,
601991.SH,大唐发电,2006-12-29,3.7176,3.7249,3.7935,3.667,3.7285,18094928,186456616,0.0108,0.2915,10.3044,8.5353,2187840000,N/A,58440601680,212000000,0,5662849000,24.7552,3.24,3.2477,-24.0231,
601991.SH,大唐发电,2007-01-04,3.7285,3.696,3.9019,3.6526,3.7646,32167176,334508662,0.0361,0.969,10.3991,15.1732,2209040000,N/A,59006886580,212000000,0,5662849000,24.9951,3.2714,2.3699,17.2437,
601991.SH,大唐发电,2007-01-05,3.7646,3.7393,3.9055,3.6923,3.8549,29766150,316475704,0.0903,2.3992,10.6321,14.0406,2262040000,N/A,60422598830,212000000,0,5662849000,25.5948,3.3499,2.4267,17.6574,
601991.SH,大唐发电,2007-01-08,3.8549,3.8838,3.9416,3.8152,3.8694,22213120,237562961,0.0145,0.3749,10.6947,10.4779,2270520000,N/A,60649112790,212000000,0,5662849000,25.6907,3.3625,2.4358,17.7236,
601991.SH,大唐发电,2007-01-09,3.8694,3.8838,3.938,3.8332,3.9236,22160917,238210703,0.0542,1.4006,10.7491,10.4533,2302320000,N/A,61498540140,212000000,0,5662849000,26.0505,3.4096,2.47,17.9718,
601991.SH,大唐发电,2007-01-10,3.9236,3.9272,3.9416,3.8585,3.9199,18996161,205158976,-0.0036,-0.0921,10.8,8.9605,2300200000,N/A,61441911650,212000000,0,5662849000,26.0265,3.4064,2.4677,17.9553,
601991.SH,大唐发电,2007-01-11,3.9199,3.8802,4.1042,3.8152,4.0681,40538883,444837408,0.1481,3.7788,10.9731,19.1221,2387120000,N/A,63763679740,212000000,0,5662849000,27.01,3.5351,2.5609,18.6338,
601991.SH,大唐发电,2007-01-12,4.0681,4.0428,4.0428,3.8513,3.8549,25086327,274075860,-0.2132,-5.2398,10.9253,11.8332,2262040000,N/A,60422598830,212000000,0,5662849000,25.5948,3.3499,2.4267,17.6574,
601991.SH,大唐发电,2007-01-15,3.8549,3.8296,3.9308,3.7935,3.9163,14407811,154313910,0.0614,1.5933,10.7104,6.7961,2298080000,N/A,61385283160,212000000,0,5662849000,26.0026,3.4033,2.4654,17.9387,
601991.SH,大唐发电,2007-01-16,3.9163,3.938,3.9525,3.8152,3.8983,17438187,186688449,-0.0181,-0.4613,10.7057,8.2256,2287480000,N/A,61102140710,212000000,0,5662849000,25.8826,3.3876,2.454,17.856,
