代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),A股流通市值(元),B股流通市值(元),总市值(元),A股流通股本(股),B股流通股本(股),总股本(股),市盈率,市净率,市销率,市现率,
000876.SZ,新希望,1998-03-11,N/A,0.8924,0.9497,0.8814,0.9359,27917800,467960470,0.556,146.3768,16.7621,77.5494,612000000,N/A,2380340000,36000000,0,140020000,41.859,18.7009,5.1453,N/A,
000876.SZ,新希望,1998-03-12,0.9359,0.9486,0.9734,0.9111,0.9156,10404200,178202838.9,-0.0204,-2.1765,17.128,28.9006,598680000,N/A,2328532600,36000000,0,140020000,40.9479,18.2939,5.0333,N/A,
000876.SZ,新希望,1998-03-13,0.9156,0.91,0.9398,0.9018,0.9178,3724600,62110163.6,0.0022,0.2405,16.6757,10.3461,600120000,N/A,2334133400,36000000,0,140020000,41.0464,18.3379,5.0454,N/A,
000876.SZ,新希望,1998-03-16,0.9178,0.931,0.9948,0.9205,0.9745,7811400,137540038.3,0.0567,6.1788,17.6076,21.6983,637200000,N/A,2478354000,36000000,0,140020000,43.5826,19.4709,5.3572,N/A,
000876.SZ,新希望,1998-03-17,0.9745,0.9745,1.002,0.9557,0.9789,5272100,93562411,0.0044,0.452,17.7467,14.6447,640080000,N/A,2489555600,36000000,0,140020000,43.7795,19.5589,5.3814,N/A,
000876.SZ,新希望,1998-03-18,0.9789,0.9783,1.057,0.9745,1.0069,7564300,140961572.5,0.0281,2.8684,18.6351,21.0119,658440000,N/A,2560965800,36000000,0,140020000,45.0353,20.1199,5.5357,N/A,
000876.SZ,新希望,1998-03-19,1.0069,0.9998,1.0229,0.9579,0.9745,4891600,88067965.6,-0.0325,-3.2258,18.0039,13.5878,637200000,N/A,2478354000,36000000,0,140020000,43.5826,19.4709,5.3572,N/A,
000876.SZ,新希望,1998-03-20,0.9745,0.975,1.0295,0.964,1.0262,3671000,66502805.1,0.0518,5.3107,18.1157,10.1972,671040000,N/A,2609972800,36000000,0,140020000,45.8971,20.505,5.6417,N/A,
000876.SZ,新希望,1998-03-23,1.0262,1.0394,1.0515,1.0075,1.0257,3985000,74593634.1,-0.0006,-0.0536,18.7186,11.0694,670680000,N/A,2608572600,36000000,0,140020000,45.8725,20.494,5.6386,N/A,
000876.SZ,新希望,1998-03-24,1.0257,1.0268,1.0383,0.9965,1.0058,3074000,56431264.2,-0.0198,-1.9324,18.3576,8.5389,657720000,N/A,2558165400,36000000,0,140020000,44.9861,20.0979,5.5297,N/A,
000876.SZ,新希望,1998-03-25,1.0058,1.0262,1.0295,0.9745,0.9822,3518200,63733056.4,-0.0237,-2.3536,18.1152,9.7728,642240000,N/A,2497956800,36000000,0,140020000,43.9273,19.6249,5.3995,N/A,
000876.SZ,新希望,1998-03-26,0.9822,0.98,1.0075,0.9635,0.9684,2398800,42849866.5,-0.0138,-1.4013,17.863,6.6633,633240000,N/A,2462951800,36000000,0,140020000,43.3117,19.3499,5.3239,N/A,
000876.SZ,新希望,1998-03-27,0.9684,0.9585,0.9904,0.9414,0.9888,3509100,61411292.9,0.0204,2.1035,17.5006,9.7475,646560000,N/A,2514759200,36000000,0,140020000,44.2228,19.7569,5.4358,N/A,
000876.SZ,新希望,1998-03-30,0.9888,0.991,1.0053,0.9607,0.9772,2418700,42955739.8,-0.0116,-1.1693,17.7598,6.7186,639000000,N/A,2485355000,36000000,0,140020000,43.7057,19.5259,5.3723,N/A,
