代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),A股流通市值(元),B股流通市值(元),总市值(元),A股流通股本(股),B股流通股本(股),总股本(股),市盈率,市净率,市销率,市现率,
002601.SZ,龙佰集团,2011-07-15,N/A,8.4908,9.6527,8.312,9.1772,17580538,1712699497.9,4.2615,86.6909,97.4202,91.5653,1971456000,N/A,9651920000,19200000,0,94000000,41.4731,19.4895,7.7401,510.3543,
002601.SZ,龙佰集团,2011-07-18,9.1772,9.2952,9.9905,9.027,9.3845,8681277,920442105,0.2074,2.2594,106.0261,45.215,2016000000,N/A,9870000000,19200000,0,94000000,42.4101,19.9298,7.915,521.8855,
002601.SZ,龙佰集团,2011-07-19,9.3845,9.4864,10.1871,9.4739,9.9807,5760743,632863737,0.5961,6.3524,109.858,30.0039,2144064000,N/A,10496980000,19200000,0,94000000,45.1042,21.1958,8.4178,555.0377,
002601.SZ,龙佰集团,2011-07-20,9.9807,10.0102,10.1442,9.742,10.1353,3659458,407325320.3,0.1546,1.5492,111.3076,19.0597,2177280000,N/A,10659600000,19200000,0,94000000,45.8029,21.5242,8.5482,563.6364,
002601.SZ,龙佰集团,2011-07-21,10.1353,10.0995,10.5357,9.9664,10.3141,2819402,322222283.1,0.1788,1.7637,114.2875,14.6844,2215680000,N/A,10847600000,19200000,0,94000000,46.6107,21.9038,8.6989,573.577,
002601.SZ,龙佰集团,2011-07-22,10.3141,10.323,11.3455,10.1907,11.1497,3789070,462368026.6,0.8357,8.1023,122.0268,19.7347,2395200000,N/A,11726500000,19200000,0,94000000,50.3873,23.6785,9.4037,620.0497,
002601.SZ,龙佰集团,2011-07-25,11.1497,11.0738,11.3061,10.7609,10.9039,3562596,440884115.1,-0.2458,-2.2044,123.7536,18.5552,2342400000,N/A,11468000000,19200000,0,94000000,49.2765,23.1565,9.1964,606.3813,
002601.SZ,龙佰集团,2011-07-26,10.9039,10.8664,11.2409,10.7788,10.9933,2638116,324233677.3,0.0894,0.8197,122.9035,13.7402,2361600000,N/A,11562000000,19200000,0,94000000,49.6804,23.3463,9.2718,611.3516,
002601.SZ,龙佰集团,2011-07-27,10.9933,10.9486,11.7083,10.9388,10.9933,4245009,534043342.8,0,0,125.805,22.1094,2361600000,N/A,11562000000,19200000,0,94000000,49.6804,23.3463,9.2718,611.3516,
002601.SZ,龙佰集团,2011-07-28,10.9933,11.0738,11.1667,10.6421,11.0201,2596099,317132936.1,0.0268,0.2439,122.1575,13.5213,2367360000,N/A,11590200000,19200000,0,94000000,49.8016,23.4033,9.2944,612.8427,
