date,close,high,low,open,volume
2010/1/4,47.79993439,48.30341892,46.53735518,46.82395257,4072100
2010/1/5,48.91536713,49.44208864,48.3576613,48.3576613,6505800
2010/1/6,50.78987122,51.08421332,48.77593819,49.85261793,9995100
2010/1/7,50.93704987,51.39405522,49.92233275,50.41806997,5544100
2010/1/8,51.66515732,51.87429995,50.72016236,50.92155153,4074500
2010/1/11,51.36307526,52.88901893,50.64270612,52.5559449,4027700
2010/1/12,48.40412903,49.85261146,47.76896253,49.05478473,10232000
2010/1/13,48.44285965,48.60552284,47.01761392,48.22597244,6831400
2010/1/14,47.12606812,48.86889607,46.95565732,48.62102744,4516300
2010/1/15,47.68378067,48.48160775,47.02537713,47.61406742,5458800
2010/1/19,48.83014679,48.87662029,47.5520723,47.63727766,4479800
2010/1/20,48.0478096,48.31891783,47.10281195,48.17174386,4317400
2010/1/21,46.52961731,49.10900322,46.4908884,48.08654474,5739800
2010/1/22,45.41421509,46.86269764,45.17409111,46.53737124,3872100
2010/1/25,45.51491547,46.99438252,45.49942626,45.98741593,3217100
2010/1/26,45.37549973,46.65357191,44.19812215,45.04242567,4684000
2010/1/27,44.95720673,45.95642859,43.95024026,45.55364141,4180800
2010/1/28,43.03622818,45.08114563,42.46303019,44.53893195,7023300
2010/1/29,41.44829559,44.37624681,41.20817467,43.56292818,5921900
2010/2/1,43.58616638,43.58616638,41.86657616,41.88981586,3562000
2010/2/2,43.68697357,44.0746131,42.83416779,44.00483787,5062300
2010/2/3,44.68708038,45.30730298,44.00483405,44.46224877,4821300
2010/2/4,41.87281418,43.95831642,41.87281418,43.7412363,4867200
2010/2/5,42.77988815,42.91168414,40.9889929,42.20618049,4786900
2010/2/8,42.28371429,43.88854147,42.26045392,43.15202588,3891800
2010/2/9,44.12112808,44.57854281,43.05899667,43.05899667,5042800
2010/2/10,44.5165062,45.06695638,43.78774521,44.64830513,5103100
2010/2/11,45.29178238,45.67942175,44.50875216,44.7335837,6274000
2010/2/12,45.60966492,45.84224803,44.26842965,44.49326127,4379600
2010/2/16,46.81133652,46.85785135,46.08257253,46.51672973,4501900
2010/2/17,47.49358749,47.74943097,46.67179369,47.57886865,4766600
2010/2/18,46.9508934,47.4858348,46.4547124,47.22223985,4969500
2010/2/19,47.12142944,47.56333798,46.74929609,47.36176686,4479700
2010/2/22,47.04392242,47.61762714,46.74931562,47.61762714,4226600
2010/2/23,45.64841843,47.1059405,45.38482351,46.96639303,4260900
2010/2/24,44.67157745,45.64067625,44.20641121,45.35382384,4302000
2010/2/25,45.3693161,45.58639322,43.37684981,44.19089196,5280000
2010/2/26,45.26852417,45.84998321,44.84212146,45.5398735,2887500
2010/3/1,46.0903244,46.12908775,44.94291215,45.36156045,3433200
2010/3/2,47.67189789,48.26110851,47.21448325,47.47807818,4776700
2010/3/3,47.50134277,48.25336432,47.3385349,47.67190509,3092100
2010/3/4,46.85009384,47.96649415,46.6252623,47.68739333,3675400
2010/3/5,47.75717545,48.18358117,47.45481717,47.56335574,3965200
2010/3/8,47.58662415,48.44718428,47.50134299,48.10605964,2208700
2010/3/9,47.27650452,48.16032194,46.99740365,47.29201045,3738600
2010/3/10,46.78808212,47.5245977,46.47797233,47.50134027,4439500
2010/3/11,46.46245956,46.85785046,45.87324601,46.80358118,3482900
2010/3/12,49.46279144,50.16054065,48.92785009,49.12942129,11275600
2010/3/15,48.36964035,49.45503177,48.06728211,49.24570616,4364000
2010/3/16,48.87357712,49.4395303,48.6099822,48.84256526,3693800
2010/3/17,47.99751282,49.3775082,47.74167234,49.3464993,4054900
2010/3/18,46.17561722,48.26111661,45.87325593,47.86572563,8493000
2010/3/19,45.29178238,46.43144307,45.05144786,45.29178238,5150300
2010/3/22,45.88877106,46.03607599,44.44675435,44.66383156,4734200
2010/3/23,45.84999466,46.36167863,45.19876025,45.69493828,3511100
2010/3/24,46.7338028,47.17571145,45.3150442,45.38481941,6392200
2010/3/25,45.3073082,47.52460683,45.20652405,47.4005623,4787700
2010/3/26,46.01279449,46.67178323,45.44684134,45.60965213,3814300
2010/3/29,46.68730164,47.12921042,46.05932459,46.5710086,3211600
2010/3/30,46.55550385,46.96640373,46.05932575,46.6950543,2674400
2010/3/31,47.11368942,47.13694684,46.23762362,46.23762362,4428100
2010/4/1,45.2220192,46.67954138,44.73359267,46.20662079,11131600
2010/4/5,44.95843887,45.81124475,44.73360721,45.81124475,4738000
2010/4/6,44.60953903,45.19099808,44.46998862,44.57852717,3516000
2010/4/7,44.1831398,45.03594529,43.93504787,44.54751882,4964100
2010/4/8,44.64831543,44.71809065,43.54741777,43.81101273,2732200
2010/4/9,43.91954803,45.13673559,43.67145904,45.13673559,5010300
2010/4/12,43.99707794,44.22966102,43.6869652,44.09011058,2990700
2010/4/13,44.02035141,44.32270982,43.5241732,43.81878012,4738500
2010/4/14,42.95044708,43.41561318,42.29921277,43.07449157,9088300
2010/4/15,42.76438141,43.71022256,42.61707949,43.07449413,4966100
2010/4/16,41.96585846,42.74888905,41.79529611,42.64810194,5492900
2010/4/19,41.23709869,41.75653728,40.2369908,41.60148086,6195000
2010/4/20,42.57831192,42.71786235,41.63247376,41.70224897,4507800
2010/4/21,41.26809692,42.91944187,40.86495153,42.91944187,5439000
2010/4/22,41.92708206,41.95033948,40.51607182,40.89595976,4157400
2010/4/23,41.69450378,42.15191851,40.77967433,42.14416702,4284700
2010/4/26,40.46180725,41.86506321,40.35326867,41.49292967,6521200
2010/4/27,39.21360397,40.36101627,38.99652389,40.30674699,8069100
2010/4/28,40.27573776,40.4928149,39.01978683,39.50045889,6384400
2010/4/29,39.9346199,40.90371865,39.38417252,40.35327127,5174700
2010/4/30,39.64777374,40.69440233,39.62451632,40.19046972,4519300
2010/5/3,39.5237236,40.26799074,38.7949624,40.0664195,3602300
2010/5/4,38.10355377,39.09688675,37.90178472,39.07360354,5275500
2010/5/5,37.48271942,38.73990299,36.80756567,37.52928287,6391200
2010/5/6,36.98607254,38.73992193,35.43399228,37.76211267,7213300
2010/5/7,37.37408829,38.18117064,36.48164106,36.98606827,8830900
2010/5/10,37.81642532,39.10465149,37.44392651,38.84855985,5674300
2010/5/11,36.99382401,37.53705258,36.86189863,37.30424118,4285400
2010/5/12,38.33636856,38.42173045,37.18782701,37.67673293,5911900
2010/5/13,37.27319717,38.14236403,37.13350975,38.02595686,3519600
2010/5/14,37.0636673,37.59913677,36.57476425,36.97054333,4018400
2010/5/17,36.36522675,37.26543283,35.55038552,36.98605801,4009900
2010/5/18,37.24991226,37.76985753,36.85413325,36.89293465,7258300
2010/5/19,36.36522675,37.31199628,35.62798832,37.22663143,5396800
2010/5/20,34.89852524,35.72112587,34.54930659,35.19341835,5921400
2010/5/21,35.47279358,35.69784593,34.15352477,34.2156094,5376400
2010/5/24,34.87522888,36.14017463,34.87522888,36.14017463,3759900
2010/5/25,34.6734581,34.75106089,33.21450246,33.55596187,6441500
2010/5/26,34.14574814,35.2166838,33.90517476,35.0537132,4068200
2010/5/27,36.4894104,36.4894104,34.83644395,34.91404975,5582200
2010/5/28,35.82978058,36.7299902,35.50384506,36.59030271,3024100
2010/6/1,34.61915207,36.31867896,34.61915207,35.95394209,3404200
2010/6/2,35.93065262,35.93065262,34.89852092,35.06924772,2945600
2010/6/3,34.72003937,36.13243228,34.35529953,36.0936279,4846300
2010/6/4,33.41628647,34.68122965,33.33092159,33.98279536,4144600
2010/6/7,33.51716614,34.33976959,33.26883358,33.42404217,4138500
2010/6/8,33.13691711,33.74998958,32.74889701,33.4938949,3814200
2010/6/9,32.99723434,34.18457507,32.84978775,33.68790975,3367900
2010/6/10,35.16236877,35.17788993,33.74221434,33.82757921,5008300
2010/6/11,35.10806656,35.16238915,34.40962906,34.75884781,3120500
2010/6/14,34.1224823,35.60471869,34.09919909,35.60471869,3304200
2010/6/15,35.27877808,35.29429923,34.22336319,34.31649012,2934900
