date,close,high,low,open,volume
2010/1/4,30.20891571,30.25958944,29.87953644,29.90125297,18082400
2010/1/5,30.3898983,30.58535534,30.08947344,30.22701881,17313000
2010/1/6,31.60243607,31.84494913,30.68306579,30.71564333,30691200
2010/1/7,30.99798012,31.41785133,30.76994833,31.32012145,19499200
2010/1/8,31.88838387,31.92457898,30.69754602,31.10655885,21313200
2010/1/11,31.88477898,32.7751953,31.51920453,32.56525965,30931200
2010/1/12,30.68306541,31.34906712,30.2125234,31.28753515,34166200
2010/1/13,31.23785019,31.33212654,30.11741979,30.92964213,24544200
2010/1/14,30.84986877,31.43727634,30.64318782,31.32487174,18682000
2010/1/15,30.56704903,31.05655636,30.44739088,30.82086682,25934600
2010/1/19,30.67582703,30.74472161,30.24071001,30.71933983,22939000
2010/1/20,30.2842083,30.48363847,29.44298037,30.14642194,34635200
2010/1/21,27.65901184,30.05941479,27.55748471,30.02677949,68719000
2010/1/22,26.91568756,28.0796284,26.30652198,26.7742716,60624000
2010/1/25,27.04984474,27.59011568,26.94831761,27.27828354,32659400
2010/1/26,26.1034584,26.82865521,25.95116774,26.64010526,43102200
2010/1/27,25.83514023,26.23762474,24.94677511,25.84239098,48933000
2010/1/28,24.95401955,26.382658,24.58417043,26.32101418,63485400
2010/1/29,24.18169785,25.84602384,24.00402257,25.32750781,51175800
2010/2/1,25.95841599,25.97654701,24.67482019,24.70382596,48838400
2010/2/2,26.29201508,26.7053771,25.80975846,26.56396392,51272800
2010/2/3,25.54868126,26.53857604,25.25497746,26.00555599,46245000
2010/2/4,24.19981575,25.01566213,24.11279291,24.84161645,53760000
2010/2/5,25.46529007,25.48704509,23.94237494,24.1998195,74929200
2010/2/8,25.09181404,26.10346415,24.98666291,25.66109355,47861200
2010/2/9,25.95479012,26.45154808,25.66833709,25.7916192,50452200
2010/2/10,25.75536537,26.03094095,25.0773081,25.82425996,38632600
2010/2/11,26.89391327,27.09697018,25.71546888,25.99104434,45849600
2010/2/12,26.71624947,26.77426377,25.92941162,26.25575073,43061200
2010/2/16,27.5357151,27.58285189,27.14048153,27.41968376,34512000
2010/2/17,27.23838806,27.78953632,26.79239089,27.67713172,32796400
2010/2/18,27.77504158,27.84393617,27.03896715,27.05709818,37814200
2010/2/19,27.97810173,28.23917033,27.50309581,27.55748614,30220200
2010/2/22,27.64450073,28.17389405,27.61549496,28.10862623,24424000
2010/2/23,26.70173836,27.61186086,26.49505744,27.43056171,35785800
2010/2/24,26.35364532,26.98819237,26.07444584,26.67998436,34098200
2010/2/25,26.85766411,26.91930517,25.5160511,25.61757821,42673600
2010/2/26,27.25290298,27.28553552,26.4406804,26.98095413,26165600
2010/3/1,27.72064781,28.02523192,27.32541687,27.98171911,30067200
2010/3/2,28.27543259,28.52562367,27.64813596,27.91283408,36969600
2010/3/3,28.73228836,29.1456502,28.5836245,28.80843367,34036600
2010/3/4,28.58726692,28.88460037,28.24642618,28.75406468,26113400
2010/3/5,29.26532364,29.37047753,28.7576852,28.95711548,30796000
2010/3/8,29.232687,29.60616294,29.08039355,29.4067327,22415600
2010/3/9,28.92085457,29.27982628,28.73592858,28.90997706,25750000
2010/3/10,29.0368824,29.48287691,28.75768007,29.09127272,30947800
2010/3/11,29.18916702,29.20729805,28.52198739,28.80843765,25444800
2010/3/12,29.20004654,29.54451665,29.10939695,29.44661354,20679000
2010/3/15,29.24718857,29.30882963,28.64527389,28.87370989,23122600
2010/3/16,29.80197144,29.89262106,29.5263958,29.55540435,25932800
2010/3/17,29.45386314,30.09566096,29.37046431,29.92161255,23936800
2010/3/18,29.10577393,29.88898784,29.02237784,29.43573982,23412200
2010/3/19,28.46760559,29.3559707,28.32256565,28.46760559,31220800
2010/3/22,28.93536758,28.97525365,27.83669157,28.01074011,28113600
2010/3/23,29.40310478,29.42123581,28.7250475,28.86646067,25375600
2010/3/24,28.93172455,29.33058221,28.85195246,28.89546526,21712000
2010/3/25,28.25004005,29.34145915,28.18839623,29.25806307,26994800
2010/3/26,28.70692062,28.986123,28.35519966,28.5002396,23495000
2010/3/29,30.05216217,30.09204823,29.18917875,29.34509621,34633000
2010/3/30,30.33497429,30.78459539,30.09928485,30.15367514,27978800
2010/3/31,30.2914772,30.55254855,30.1428105,30.24796439,16508200
2010/4/1,31.28499031,31.28861707,30.73746594,30.78097874,27572000
2010/4/5,31.66573334,31.86153689,31.15809479,31.48805805,21963200
2010/4/6,31.66573334,32.01745439,31.43004372,31.54970191,21875400
2010/4/7,31.15808487,31.79988291,30.78823567,31.74549535,26689400
2010/4/8,31.20158577,31.23059153,30.55615845,30.85711571,21001000
2010/4/9,31.06380081,31.52430228,30.63956139,31.42639917,19509600
2010/4/12,30.60330582,31.1725852,30.46551665,30.81723755,20818600
2010/4/13,30.79218483,30.87209893,30.30180611,30.59240234,20826000
2010/4/14,31.00651169,31.2753115,30.83941976,31.11911645,16482800
2010/4/15,30.5924015,31.00286611,30.52701749,30.87936452,13877400
2010/4/16,29.48814201,30.55971049,29.30652005,30.35992799,29730000
2010/4/19,29.35011673,29.52083908,28.5873021,29.17212517,27287000
2010/4/20,29.35011673,29.85865612,29.33921708,29.67703412,19248400
2010/4/21,28.48196602,29.44093005,27.80269868,29.41913352,50810200
2010/4/22,29.24114418,29.26293794,28.04243778,28.23132623,32155400
2010/4/23,28.89969254,29.39370461,28.66721659,29.35738076,26852400
2010/4/26,29.204813,29.66250114,29.12489889,29.16122273,19466800
2010/4/27,27.661026,28.76891833,27.49756457,28.76891833,38098800
2010/4/28,27.78452682,28.20225789,27.36316532,28.00610584,26550800
